RouteUID,RouteID,HasSubRoutes,Operators,AuthorityID,ProviderID,SubRoutes,BusRouteType,RouteName,DepartureStopNameZh,DepartureStopNameEn,DestinationStopNameZh,DestinationStopNameEn,RouteMapImageUrl,UpdateTime,VersionID
THB1881,1881,True,"[{'OperatorID': '45', 'OperatorName': {'Zh_tw': '國光客運', 'En': 'Kuo-Kuang Bus Co., Ltd.'}, 'OperatorCode': 'KuoKuangBus', 'OperatorNo': '1101'}]",010,010,"[{'SubRouteUID': 'THB188101', 'SubRouteID': '188101', 'OperatorIDs': ['45'], 'SubRouteName': {'Zh_tw': '1881', 'En': '1881'}, 'Headsign': '圓山轉運站→國道5號→礁溪', 'HeadsignEn': 'MRT Yuanshan Station→National Road 5→ Jiaosi', 'Direction': 0}, {'SubRouteUID': 'THB188102', 'SubRouteID': '188102', 'OperatorIDs': ['45'], 'SubRouteName': {'Zh_tw': '1881', 'En': '1881'}, 'Headsign': '礁溪→國道5號→圓山轉運站', 'HeadsignEn': 'Jiaosi→National Road 5→MRT Yuanshan Station', 'Direction': 1}, {'SubRouteUID': 'THB1881A1', 'SubRouteID': '1881A1', 'OperatorIDs': ['45'], 'SubRouteName': {'Zh_tw': '1881A', 'En': '1881A'}, 'Headsign': '圓山轉運站→國道5號→礁溪(經南港轉運站西站)', 'HeadsignEn': 'MRT Yuanshan Station→National Road 5→ Jiaosi', 'Direction': 0}, {'SubRouteUID': 'THB1881A2', 'SubRouteID': '1881A2', 'OperatorIDs': ['45'], 'SubRouteName': {'Zh_tw': '1881A', 'En': '1881A'}, 'Headsign': '礁溪→國道5號→圓山轉運站(經南港轉運站西站)', 'HeadsignEn': 'Jiaosi→National Road 5→MRT Yuanshan Station', 'Direction': 1}]",13,"{'Zh_tw': '1881', 'En': '1881'}",圓山轉運站(玉門),MRT Yuanshan Station (Yumen),礁溪轉運站,Jiaosi Bus Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1881.jpg,2023-07-13T07:38:39+08:00,1790
THB1915,1915,True,"[{'OperatorID': '35', 'OperatorName': {'Zh_tw': '葛瑪蘭客運', 'En': 'Kamalan Bus Co., Ltd.'}, 'OperatorCode': 'KamalanBus', 'OperatorNo': '1308'}]",010,010,"[{'SubRouteUID': 'THB191501', 'SubRouteID': '191501', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915', 'En': '1915'}, 'Headsign': '羅東→宜蘭→礁溪→國道5號→國道3號→板橋客運站', 'HeadsignEn': 'Luodong→Yilan→Jiaoxi→National Freeway No. 5→National Freeway No. 3→Banqiao Bus Station', 'Direction': 0}, {'SubRouteUID': 'THB191502', 'SubRouteID': '191502', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915', 'En': '1915'}, 'Headsign': '板橋客運站→國道3號→國道5號→礁溪→宜蘭→羅東', 'HeadsignEn': 'Banqiao Bus Station→National Freeway No. 3→National Freeway No. 5→Jiaoxi→Yilan→Luodong', 'Direction': 1}, {'SubRouteUID': 'THB1915A1', 'SubRouteID': '1915A1', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915A', 'En': '1915A'}, 'Headsign': '羅東→板橋全程車[經環東大道]', 'HeadsignEn': 'Luodong→Banqiao(Via HuanDong Blvd.)', 'Direction': 0}, {'SubRouteUID': 'THB1915A2', 'SubRouteID': '1915A2', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915A', 'En': '1915A'}, 'Headsign': '板橋→羅東全程車[經環東大道]', 'HeadsignEn': 'Banqiao→Luodong(Via HuanDong Blvd.)', 'Direction': 1}, {'SubRouteUID': 'THB1915B1', 'SubRouteID': '1915B1', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915B', 'En': '1915B'}, 'Headsign': '礁溪→板橋全程車', 'HeadsignEn': 'Jiaosi→Banqiao', 'Direction': 0}, {'SubRouteUID': 'THB1915B2', 'SubRouteID': '1915B2', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915B', 'En': '1915B'}, 'Headsign': '板橋→礁溪全程車', 'HeadsignEn': 'Banqiao→Jiaosi', 'Direction': 1}, {'SubRouteUID': 'THB1915C1', 'SubRouteID': '1915C1', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915C', 'En': '1915C'}, 'Headsign': '羅東→板橋全程車[經石碇深坑]', 'HeadsignEn': 'Luodong→Banqiao(Via ShidingShenkeng)', 'Direction': 0}, {'SubRouteUID': 'THB1915C2', 'SubRouteID': '1915C2', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915C', 'En': '1915C'}, 'Headsign': '板橋→羅東全程車[經石碇深坑]', 'HeadsignEn': 'Banqiao→Luodong(Via ShidingShenkeng)', 'Direction': 1}, {'SubRouteUID': 'THB1915D1', 'SubRouteID': '1915D1', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915D', 'En': '1915D'}, 'Headsign': '礁溪→國道5號→國道3號→板橋客運站[連續假期疏運路線]', 'HeadsignEn': 'Jiaoxi→National Freeway No. 5→National Freeway No. 3→Banqiao Bus Station(Continuous holiday evacuation routes)', 'Direction': 0}, {'SubRouteUID': 'THB1915D2', 'SubRouteID': '1915D2', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915D', 'En': '1915D'}, 'Headsign': '板橋客運站→國道3號→國道5號→礁溪[連續假期疏運路線]', 'HeadsignEn': 'Banqiao Bus Station→National Freeway No. 3→National Freeway No. 5→Jiaoxi(Continuous holiday evacuation routes)', 'Direction': 1}, {'SubRouteUID': 'THB1915E1', 'SubRouteID': '1915E1', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915E', 'En': '1915E'}, 'Headsign': '羅東→宜蘭→礁溪→國道5號→國道3號→板橋客運站(校園共乘幸福巴士)', 'HeadsignEn': 'Luodong→Yilan→Jiaoxi→National Freeway No.5→National Freeway No.3→Banqiao Bus Station(Campus Bus)', 'Direction': 0}, {'SubRouteUID': 'THB1915E2', 'SubRouteID': '1915E2', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1915E', 'En': '1915E'}, 'Headsign': '板橋客運站→國道3號→國道5號→礁溪→宜蘭→羅東(校園共乘幸福巴士)', 'HeadsignEn': 'Banqiao Bus Station→National Freeway No.3→National Freeway No.5→Jiaoxi→Yilan→Luodong(Campus Bus)', 'Direction': 1}]",13,"{'Zh_tw': '1915', 'En': '1915'}",礁溪轉運站,Jiaosi Transfer Station,板橋客運站,Banqiao Bus Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1915.jpg,2023-07-13T07:38:39+08:00,1790
THB1916,1916,True,"[{'OperatorID': '35', 'OperatorName': {'Zh_tw': '葛瑪蘭客運', 'En': 'Kamalan Bus Co., Ltd.'}, 'OperatorCode': 'KamalanBus', 'OperatorNo': '1308'}]",010,010,"[{'SubRouteUID': 'THB191601', 'SubRouteID': '191601', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1916', 'En': '1916'}, 'Headsign': '宜蘭→國道5號→國道3號→板橋客運站', 'HeadsignEn': 'Yilan→National Freeway No. 5→National Freeway No. 3→Banqiao Bus Station', 'Direction': 0}, {'SubRouteUID': 'THB191602', 'SubRouteID': '191602', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1916', 'En': '1916'}, 'Headsign': '板橋客運站→國道3號→國道5號→宜蘭', 'HeadsignEn': 'Banqiao Bus Station→National Freeway No. 3→National Freeway No. 5→Yilan', 'Direction': 1}, {'SubRouteUID': 'THB1916A1', 'SubRouteID': '1916A1', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1916A', 'En': '1916A'}, 'Headsign': '宜蘭→國道5號→國道3號→臺北轉運站', 'HeadsignEn': 'Yilan→National Freeway No. 5→National Freeway No. 3→Taipei Bus Station', 'Direction': 0}, {'SubRouteUID': 'THB1916A2', 'SubRouteID': '1916A2', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1916A', 'En': '1916A'}, 'Headsign': '臺北轉運站→國道3號→國道5號→宜蘭', 'HeadsignEn': 'Taipei Bus Station→National Freeway No. 3→National Freeway No. 5→Yilan', 'Direction': 1}]",13,"{'Zh_tw': '1916', 'En': '1916'}",宜蘭轉運站,Yilan Transfer Station,板橋客運站,Banqiao Bus Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1916.jpg,2023-07-13T07:38:39+08:00,1790
THB1917,1917,True,"[{'OperatorID': '35', 'OperatorName': {'Zh_tw': '葛瑪蘭客運', 'En': 'Kamalan Bus Co., Ltd.'}, 'OperatorCode': 'KamalanBus', 'OperatorNo': '1308'}]",010,010,"[{'SubRouteUID': 'THB191701', 'SubRouteID': '191701', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1917', 'En': '1917'}, 'Headsign': '羅東→國道5號→國道3號→板橋客運站', 'HeadsignEn': 'Luodong→National Freeway No. 5→National Freeway No. 3→Banqiao Bus Station', 'Direction': 0}, {'SubRouteUID': 'THB191702', 'SubRouteID': '191702', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1917', 'En': '1917'}, 'Headsign': '板橋客運站→國道3號→國道5號→羅東', 'HeadsignEn': 'Banqiao Bus Station→National Freeway No. 3→National Freeway No. 5→Luodong', 'Direction': 1}, {'SubRouteUID': 'THB1917A1', 'SubRouteID': '1917A1', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1917A', 'En': '1917A'}, 'Headsign': '羅東→國道5號→國道3號→板橋客運站[行經環東大道]', 'HeadsignEn': 'Luodong→National Freeway No. 5→National Freeway No. 3→Banqiao Bus Station(Via Huandong Blvd.)', 'Direction': 0}, {'SubRouteUID': 'THB1917A2', 'SubRouteID': '1917A2', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1917A', 'En': '1917A'}, 'Headsign': '板橋客運站→國道3號→國道5號→羅東[行經環東大道]', 'HeadsignEn': 'Banqiao Bus Station→National Freeway No. 3→National Freeway No. 5→Luodong(Via Huandong Blvd. )', 'Direction': 1}, {'SubRouteUID': 'THB1917B1', 'SubRouteID': '1917B1', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1917B', 'En': '1917B'}, 'Headsign': '羅東→國道5號→國道3號→臺北轉運站', 'HeadsignEn': 'Luodong→National Freeway No. 5→National Freeway No. 3→Taipei Bus Station', 'Direction': 0}, {'SubRouteUID': 'THB1917B2', 'SubRouteID': '1917B2', 'OperatorIDs': ['35'], 'SubRouteName': {'Zh_tw': '1917B', 'En': '1917B'}, 'Headsign': '臺北轉運站→國道3號→國道5號→羅東', 'HeadsignEn': 'Taipei Bus Station→National Freeway No. 3→National Freeway No. 5→Luodong', 'Direction': 1}]",13,"{'Zh_tw': '1917', 'En': '1917'}",羅東轉運站,Luodong Bus Station,板橋客運站,Banqiao Bus Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1917.jpg,2023-07-13T07:38:39+08:00,1790
THB1960,1960,True,"[{'OperatorID': '49', 'OperatorName': {'Zh_tw': '大有巴士', 'En': 'Citiair Bus Co., Ltd.'}, 'OperatorCode': 'CitiairBus', 'OperatorNo': '0302'}]",010,010,"[{'SubRouteUID': 'THB196001', 'SubRouteID': '196001', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1960', 'En': '1960'}, 'Headsign': '臺北市→臺灣桃園國際機場', 'HeadsignEn': 'Taipei City→Taiwan Taoyuan International Airport', 'Direction': 0}, {'SubRouteUID': 'THB196002', 'SubRouteID': '196002', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1960', 'En': '1960'}, 'Headsign': '臺灣桃園國際機場→臺北市', 'HeadsignEn': 'Taiwan Taoyuan International Airport→Taipei City', 'Direction': 1}]",13,"{'Zh_tw': '1960', 'En': '1960'}",市府轉運站,Taipei City Hall Bus Station,桃園機場第一航廈,Taiwan Taoyuan International Airport Terminal 1,http://web.taiwanbus.tw/TMSData/Schematic/file/1960.jpg,2023-07-13T07:38:39+08:00,1790
THB1961,1961,True,"[{'OperatorID': '49', 'OperatorName': {'Zh_tw': '大有巴士', 'En': 'Citiair Bus Co., Ltd.'}, 'OperatorCode': 'CitiairBus', 'OperatorNo': '0302'}]",010,010,"[{'SubRouteUID': 'THB196101', 'SubRouteID': '196101', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1961', 'En': '1961'}, 'Headsign': '臺北市→大園區', 'HeadsignEn': 'Taipei City→Dayuan District', 'Direction': 0}, {'SubRouteUID': 'THB196102', 'SubRouteID': '196102', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1961', 'En': '1961'}, 'Headsign': '大園區→臺北市', 'HeadsignEn': 'Dayuan District→Taipei City', 'Direction': 1}, {'SubRouteUID': 'THB1961A1', 'SubRouteID': '1961A1', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1961A', 'En': '1961A'}, 'Headsign': '臺北市→大園區[通勤線經南崁]', 'HeadsignEn': 'Taipei City→Dayuan District(Via Nankan)', 'Direction': 0}, {'SubRouteUID': 'THB1961A2', 'SubRouteID': '1961A2', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1961A', 'En': '1961A'}, 'Headsign': '大園區→臺北市[通勤線經南崁]', 'HeadsignEn': 'Dayuan District→Taipei City(Via Nankan)', 'Direction': 1}]",13,"{'Zh_tw': '1961', 'En': '1961'}",聯合醫院和平院區,Taipei City Hospital-Heping,大園農會,Dayuan,http://web.taiwanbus.tw/TMSData/Schematic/file/1961.jpg,2023-07-13T07:38:39+08:00,1790
THB1962,1962,True,"[{'OperatorID': '49', 'OperatorName': {'Zh_tw': '大有巴士', 'En': 'Citiair Bus Co., Ltd.'}, 'OperatorCode': 'CitiairBus', 'OperatorNo': '0302'}]",010,010,"[{'SubRouteUID': 'THB196201', 'SubRouteID': '196201', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1962', 'En': '1962'}, 'Headsign': '板橋→臺灣桃園國際機場', 'HeadsignEn': 'Banqiao→Taiwan Taoyuan International Airport', 'Direction': 0}, {'SubRouteUID': 'THB196202', 'SubRouteID': '196202', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1962', 'En': '1962'}, 'Headsign': '臺灣桃園國際機場→板橋', 'HeadsignEn': 'Taiwan Taoyuan International Airport→Banqiao', 'Direction': 1}]",13,"{'Zh_tw': '1962', 'En': '1962'}",板橋客運站,Banqiao Bus Station,桃園機場第一航廈,Taiwan Taoyuan International Airport Terminal 1,http://web.taiwanbus.tw/TMSData/Schematic/file/1962.jpg,2023-07-13T07:38:39+08:00,1790
THB1968,1968,True,"[{'OperatorID': '49', 'OperatorName': {'Zh_tw': '大有巴士', 'En': 'Citiair Bus Co., Ltd.'}, 'OperatorCode': 'CitiairBus', 'OperatorNo': '0302'}]",010,010,"[{'SubRouteUID': 'THB196801', 'SubRouteID': '196801', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1968', 'En': '1968'}, 'Headsign': '新店→中和→三峽→臺灣桃園國際機場', 'HeadsignEn': 'Xindian→Zhonghe→Sanxia→Taiwan Taoyuan International Airport', 'Direction': 0}, {'SubRouteUID': 'THB196802', 'SubRouteID': '196802', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1968', 'En': '1968'}, 'Headsign': '臺灣桃園國際機場→三峽→中和→新店', 'HeadsignEn': 'Taiwan Taoyuan International Airport→Sanxia→Zhonghe→Xindian', 'Direction': 1}, {'SubRouteUID': 'THB1968A1', 'SubRouteID': '1968A1', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1968A', 'En': '1968A'}, 'Headsign': '新店→中和→三峽→臺灣桃園國際機場[不下三鶯交流道]', 'HeadsignEn': 'Xindian→Zhonghe→Sanxia→Taiwan Taoyuan International Airport', 'Direction': 0}, {'SubRouteUID': 'THB1968A2', 'SubRouteID': '1968A2', 'OperatorIDs': ['49'], 'SubRouteName': {'Zh_tw': '1968A', 'En': '1968A'}, 'Headsign': '臺灣桃園國際機場→三峽→中和→新店[不下三鶯交流道]', 'HeadsignEn': 'Taiwan Taoyuan International Airport→Sanxia→Zhonghe→Xindian', 'Direction': 1}]",13,"{'Zh_tw': '1968', 'En': '1968'}",捷運新店站(新店路),MRT Xindian Station(Xindian Rd.),桃園機場第一航廈,Terminal 1,http://web.taiwanbus.tw/TMSData/Schematic/file/1968.jpg,2023-07-13T07:38:39+08:00,1790
THB2000,2000,True,"[{'OperatorID': '50', 'OperatorName': {'Zh_tw': '汎航通運', 'En': 'Formosa Fairway Corporation'}, 'OperatorCode': 'FormosaFairwayCorporation', 'OperatorNo': '0604'}]",010,010,"[{'SubRouteUID': 'THB200001', 'SubRouteID': '200001', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2000', 'En': '2000'}, 'Headsign': '桃園龜山→臺北長庚醫院', 'HeadsignEn': 'Taoyuan Guishan→Taipei Chang Gung Memorial Hospital', 'Direction': 0}, {'SubRouteUID': 'THB200002', 'SubRouteID': '200002', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2000', 'En': '2000'}, 'Headsign': '臺北長庚醫院→桃園龜山', 'HeadsignEn': 'Taipei Chang Gung Memorial Hospital→Taoyuan Guishan', 'Direction': 1}]",13,"{'Zh_tw': '2000', 'En': '2000'}",桃園長庚轉運站,TAOYUAN CHANG GUNG BUS TERMINAL,長庚醫院,Changgung Memorial Hospital,http://web.taiwanbus.tw/TMSData/Schematic/file/2000.jpg,2023-07-13T07:38:39+08:00,1790
THB2001,2001,True,"[{'OperatorID': '50', 'OperatorName': {'Zh_tw': '汎航通運', 'En': 'Formosa Fairway Corporation'}, 'OperatorCode': 'FormosaFairwayCorporation', 'OperatorNo': '0604'}]",010,010,"[{'SubRouteUID': 'THB200101', 'SubRouteID': '200101', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2001', 'En': '2001'}, 'Headsign': '桃園龜山→臺北車站', 'HeadsignEn': 'Taoyuan Guishan→Taipei Stationl', 'Direction': 0}, {'SubRouteUID': 'THB200102', 'SubRouteID': '200102', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2001', 'En': '2001'}, 'Headsign': '臺北車站→桃園龜山', 'HeadsignEn': 'Taipei Station→Taoyuan Guishan', 'Direction': 1}]",13,"{'Zh_tw': '2001', 'En': '2001'}",桃園長庚轉運站,TAOYUAN CHANG GUNG BUS TERMINAL,臺北車站(鄭州),Taipei Main Sta.(Zhengzhou),http://web.taiwanbus.tw/TMSData/Schematic/file/2001.jpg,2023-07-13T07:38:39+08:00,1790
THB2002,2002,True,"[{'OperatorID': '50', 'OperatorName': {'Zh_tw': '汎航通運', 'En': 'Formosa Fairway Corporation'}, 'OperatorCode': 'FormosaFairwayCorporation', 'OperatorNo': '0604'}]",010,010,"[{'SubRouteUID': 'THB200201', 'SubRouteID': '200201', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2002', 'En': '2002'}, 'Headsign': '臺北市→基隆市', 'HeadsignEn': 'Taipei City→Keelung City', 'Direction': 0}, {'SubRouteUID': 'THB200202', 'SubRouteID': '200202', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2002', 'En': '2002'}, 'Headsign': '基隆市→臺北市', 'HeadsignEn': 'Keelung City→Taipei City', 'Direction': 1}]",13,"{'Zh_tw': '2002', 'En': '2002'}",長庚醫院,Changgung Memorial Hospital,基隆長庚醫院,Keelung Changgung Memorial Hospital,http://web.taiwanbus.tw/TMSData/Schematic/file/2002.jpg,2023-07-13T07:38:39+08:00,1790
THB2003,2003,True,"[{'OperatorID': '50', 'OperatorName': {'Zh_tw': '汎航通運', 'En': 'Formosa Fairway Corporation'}, 'OperatorCode': 'FormosaFairwayCorporation', 'OperatorNo': '0604'}]",010,010,"[{'SubRouteUID': 'THB200301', 'SubRouteID': '200301', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2003', 'En': '2003'}, 'Headsign': '桃園市龜山區→桃園區', 'HeadsignEn': 'Taoyuan Guishan→Taoyuan City', 'Direction': 0}, {'SubRouteUID': 'THB200302', 'SubRouteID': '200302', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2003', 'En': '2003'}, 'Headsign': '桃園區→桃園市龜山區', 'HeadsignEn': 'Taoyuan City→Taoyuan Guishan', 'Direction': 1}]",13,"{'Zh_tw': '2003', 'En': '2003'}",桃園長庚轉運站,TAOYUAN CHANG GUNG BUS TERMINAL,桃花園飯店,Tao Garden Hotel,http://web.taiwanbus.tw/TMSData/Schematic/file/2003.jpg,2023-07-13T07:38:39+08:00,1790
THB2004,2004,True,"[{'OperatorID': '50', 'OperatorName': {'Zh_tw': '汎航通運', 'En': 'Formosa Fairway Corporation'}, 'OperatorCode': 'FormosaFairwayCorporation', 'OperatorNo': '0604'}]",010,010,"[{'SubRouteUID': 'THB200401', 'SubRouteID': '200401', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2004', 'En': '2004'}, 'Headsign': '桃園市龜山區→中壢區', 'HeadsignEn': 'Taoyuan Guishan→Zhongli City', 'Direction': 0}, {'SubRouteUID': 'THB200402', 'SubRouteID': '200402', 'OperatorIDs': ['50'], 'SubRouteName': {'Zh_tw': '2004', 'En': '2004'}, 'Headsign': '中壢區→桃園市龜山區', 'HeadsignEn': 'Zhongli City→Taoyuan Guishan', 'Direction': 1}]",13,"{'Zh_tw': '2004', 'En': '2004'}",桃園長庚轉運站,TAOYUAN CHANG GUNG BUS TERMINAL,中央東路,Zhongyang E. Rd.,http://web.taiwanbus.tw/TMSData/Schematic/file/2004.jpg,2023-07-13T07:38:39+08:00,1790
THB2011,2011,True,"[{'OperatorID': '47', 'OperatorName': {'Zh_tw': '豪泰客運', 'En': 'Howtai Bus Co., Ltd.'}, 'OperatorCode': 'HowtaiBus', 'OperatorNo': '1405'}]",010,010,"[{'SubRouteUID': 'THB201101', 'SubRouteID': '201101', 'OperatorIDs': ['47'], 'SubRouteName': {'Zh_tw': '2011', 'En': '2011'}, 'Headsign': '臺北市－新竹轉運站', 'HeadsignEn': 'Taipei City→Hsinchu bus station', 'Direction': 0}, {'SubRouteUID': 'THB201102', 'SubRouteID': '201102', 'OperatorIDs': ['47'], 'SubRouteName': {'Zh_tw': '2011', 'En': '2011'}, 'Headsign': '新竹轉運站－臺北市', 'HeadsignEn': 'Hsinchu bus station→Taipei City', 'Direction': 1}, {'SubRouteUID': 'THB2011B2', 'SubRouteID': '2011B2', 'OperatorIDs': ['47'], 'SubRouteName': {'Zh_tw': '2011B', 'En': '2011B'}, 'Headsign': '新竹香山牧場－臺北市[經茄苳交流道]', 'HeadsignEn': 'Hsinchu Xiangshan ranch→Taipei City(Via Jiadong Interchange)', 'Direction': 1}, {'SubRouteUID': 'THB2011C1', 'SubRouteID': '2011C1', 'OperatorIDs': ['47'], 'SubRouteName': {'Zh_tw': '2011C', 'En': '2011C'}, 'Headsign': '臺北市－新竹香山牧場[經茄苳交流道]', 'HeadsignEn': 'Taipei City→Hsinchu Xiangshan ranch(Via Jiadong Interchange)', 'Direction': 0}, {'SubRouteUID': 'THB2011C2', 'SubRouteID': '2011C2', 'OperatorIDs': ['47'], 'SubRouteName': {'Zh_tw': '2011C', 'En': '2011C'}, 'Headsign': '新竹香山牧場－臺北市[經茄苳交流道]', 'HeadsignEn': 'Hsinchu Xiangshan ranch→Taipei City(Via Jiadong Interchange)', 'Direction': 1}]",13,"{'Zh_tw': '2011', 'En': '2011'}",臺北轉運站,Taipei Bus Station,新竹轉運站,Hsinchu bus station,http://web.taiwanbus.tw/TMSData/Schematic/file/2011.jpg,2023-07-13T07:38:39+08:00,1790
THB2022,2022,True,"[{'OperatorID': '48', 'OperatorName': {'Zh_tw': '中興大業巴士', 'En': 'Zhongxing Bus Co., Ltd.'}, 'OperatorCode': 'ZhongxingBusCo', 'OperatorNo': '0403'}]",010,010,"[{'SubRouteUID': 'THB202201', 'SubRouteID': '202201', 'OperatorIDs': ['48'], 'SubRouteName': {'Zh_tw': '2022', 'En': '2022'}, 'Headsign': '臺北市→中壢區', 'HeadsignEn': 'Taipei→Zhongli', 'Direction': 0}, {'SubRouteUID': 'THB202202', 'SubRouteID': '202202', 'OperatorIDs': ['48'], 'SubRouteName': {'Zh_tw': '2022', 'En': '2022'}, 'Headsign': '中壢區→臺北市', 'HeadsignEn': 'Zhongli→Taipei', 'Direction': 1}]",13,"{'Zh_tw': '2022', 'En': '2022'}",士林區行政中心(基河),Shilin Dist.Admin.Center(Jihe),中壢客運中壢總站,Zhongli Bus Terminal,http://web.taiwanbus.tw/TMSData/Schematic/file/2022.jpg,2023-07-13T07:38:39+08:00,1790
THB2025,2025,True,"[{'OperatorID': '48', 'OperatorName': {'Zh_tw': '中興大業巴士', 'En': 'Zhongxing Bus Co., Ltd.'}, 'OperatorCode': 'ZhongxingBusCo', 'OperatorNo': '0403'}]",010,010,"[{'SubRouteUID': 'THB202501', 'SubRouteID': '202501', 'OperatorIDs': ['48'], 'SubRouteName': {'Zh_tw': '2025', 'En': '2025'}, 'Headsign': '臺北市→瑞芳區', 'HeadsignEn': 'Taipei City→Ruifang Distret', 'Direction': 0}, {'SubRouteUID': 'THB202502', 'SubRouteID': '202502', 'OperatorIDs': ['48'], 'SubRouteName': {'Zh_tw': '2025', 'En': '2025'}, 'Headsign': '瑞芳區→臺北市', 'HeadsignEn': 'Ruifang Distret→Taipei City', 'Direction': 1}]",13,"{'Zh_tw': '2025', 'En': '2025'}",捷運六張犁站(和平),MRT Liuzhangli Station(Heping),瑞芳火車站,Ruifang Rail Station,http://web.taiwanbus.tw/TMSData/Schematic/file/2025.jpg,2023-07-13T07:38:39+08:00,1790
