PlateNumb,OperatorID,OperatorNo,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,BusPosition,Speed,Azimuth,DutyStatus,BusStatus,MessageType,GPSTime,SrcRecTime,SrcTransTime,UpdateTime
FAC-327,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB1916A2,1916A2,"{'Zh_tw': '1916A', 'En': '1916A'}",1,"{'PositionLon': 121.783605, 'PositionLat': 24.6743583333333, 'GeoHash': 'wsqs77b4e'}",0.0,0.0,2,0,1,2023-07-14T00:27:56+08:00,2023-07-14T00:27:56+08:00,2023-07-14T00:27:56+08:00,2023-07-14T00:27:59+08:00
FAC-389,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191602,191602,"{'Zh_tw': '1916', 'En': '1916'}",1,"{'PositionLon': 121.795418333333, 'PositionLat': 24.6718083333333, 'GeoHash': 'wsqs7e2ew'}",2.0,0.0,2,0,1,2023-07-14T00:27:54+08:00,2023-07-14T00:27:54+08:00,2023-07-14T00:27:54+08:00,2023-07-14T00:27:59+08:00
FAC-512,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,"{'PositionLon': 121.67138, 'PositionLat': 24.981445, 'GeoHash': 'wsqw0ewrk'}",85.0,110.0,1,0,1,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:59+08:00
FAC-525,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,"{'PositionLon': 121.783901666667, 'PositionLat': 24.6743233333333, 'GeoHash': 'wsqs77b66'}",0.0,10.0,2,0,1,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:59+08:00
FAD-039,45,1101,THB1826,1826,"{'Zh_tw': '1826', 'En': '1826'}",THB182601,182601,"{'Zh_tw': '1826', 'En': '1826'}",0,"{'PositionLon': 120.694266666667, 'PositionLat': 24.2833666666667, 'GeoHash': 'wsmf4kwuu'}",63.0,186.0,1,0,1,2023-07-14T00:27:54+08:00,2023-07-14T00:27:55+08:00,2023-07-14T00:27:55+08:00,2023-07-14T00:27:59+08:00
KKA-1116,45,1101,THB1873,1873,"{'Zh_tw': '1873', 'En': '1873'}",THB187301,187301,"{'Zh_tw': '1873', 'En': '1873'}",0,"{'PositionLon': 120.500788333333, 'PositionLat': 22.6628866666667, 'GeoHash': 'wsj8yj9uz'}",0.0,0.0,2,0,1,2023-07-14T00:27:55+08:00,2023-07-14T00:27:55+08:00,2023-07-14T00:27:55+08:00,2023-07-14T00:27:59+08:00
KKA-1861,45,1101,THB1834,1834,"{'Zh_tw': '1834', 'En': '1834'}",THB183401,183401,"{'Zh_tw': '1834', 'En': '1834'}",0,"{'PositionLon': 120.430338333333, 'PositionLat': 23.47022, 'GeoHash': 'wsjts2wey'}",0.0,0.0,2,0,1,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:59+08:00
KKA-2575,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610B2,1610B2,"{'Zh_tw': '1610B', 'En': '1610B'}",1,"{'PositionLon': 120.475988333333, 'PositionLat': 23.707795, 'GeoHash': 'wsjwv7zgv'}",96.0,5.0,0,0,1,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:59+08:00
KKA-2626,34,1201,THB1612,1612,"{'Zh_tw': '1612', 'En': '1612'}",THB1612D1,1612D1,"{'Zh_tw': '1612D', 'En': '1612D'}",0,"{'PositionLon': 120.476083333333, 'PositionLat': 23.783735, 'GeoHash': 'wsjxm98n2'}",96.0,202.0,0,0,1,2023-07-14T00:27:57+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:59+08:00
KKA-2638,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610E2,1610E2,"{'Zh_tw': '1610E', 'En': '1610E'}",1,"{'PositionLon': 121.490446666667, 'PositionLat': 25.068035, 'GeoHash': 'wsqqse6xu'}",40.0,214.0,0,0,1,2023-07-14T00:27:54+08:00,2023-07-14T00:27:54+08:00,2023-07-14T00:27:54+08:00,2023-07-14T00:27:59+08:00
KKA-7718,25,0801,THB7512,7512,"{'Zh_tw': '7512', 'En': '7512'}",THB7512A1,7512A1,"{'Zh_tw': '7512A', 'En': '7512A'}",0,"{'PositionLon': 120.26516, 'PositionLat': 22.90696, 'GeoHash': 'wsjd2dn6t'}",88.0,157.0,1,0,1,2023-07-14T00:27:56+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:59+08:00
KKA-7721,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500I2,7500I2,"{'Zh_tw': '7500I', 'En': '7500I'}",1,"{'PositionLon': 120.36633, 'PositionLat': 23.44381, 'GeoHash': 'wsjt75b44'}",95.0,212.0,1,0,1,2023-07-14T00:27:56+08:00,2023-07-14T00:27:57+08:00,2023-07-14T00:27:57+08:00,2023-07-14T00:27:59+08:00
KKA-7726,25,0801,THB7512,7512,"{'Zh_tw': '7512', 'En': '7512'}",THB7512A1,7512A1,"{'Zh_tw': '7512A', 'En': '7512A'}",0,"{'PositionLon': 120.23453, 'PositionLat': 23.13734, 'GeoHash': 'wsje8h00g'}",101.0,158.0,1,0,1,2023-07-14T00:27:56+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:59+08:00
KKA-7801,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F1,7500F1,"{'Zh_tw': '7500F', 'En': '7500F'}",0,"{'PositionLon': 120.7252, 'PositionLat': 24.34536, 'GeoHash': 'wsmf7pvqj'}",102.0,36.0,1,0,1,2023-07-14T00:27:52+08:00,2023-07-14T00:27:54+08:00,2023-07-14T00:27:54+08:00,2023-07-14T00:27:59+08:00
KKA-7839,25,0801,THB7505,7505,"{'Zh_tw': '7505', 'En': '7505'}",THB750501,750501,"{'Zh_tw': '7505', 'En': '7505'}",0,"{'PositionLon': 121.26903, 'PositionLat': 25.0163, 'GeoHash': 'wsqnrd16t'}",65.0,216.0,1,0,1,2023-07-14T00:27:53+08:00,2023-07-14T00:27:55+08:00,2023-07-14T00:27:55+08:00,2023-07-14T00:27:59+08:00
KKA-7870,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G2,7500G2,"{'Zh_tw': '7500G', 'En': '7500G'}",1,"{'PositionLon': 120.94227, 'PositionLat': 24.72669, 'GeoHash': 'wsqh8j77r'}",101.0,259.0,1,0,1,2023-07-14T00:27:53+08:00,2023-07-14T00:27:54+08:00,2023-07-14T00:27:54+08:00,2023-07-14T00:27:59+08:00
KKA-8285,34,1201,THB1623,1623,"{'Zh_tw': '1623', 'En': '1623'}",THB162302,162302,"{'Zh_tw': '1623', 'En': '1623'}",1,"{'PositionLon': 120.661483333333, 'PositionLat': 24.1559133333333, 'GeoHash': 'wsmc3trn2'}",40.0,121.0,0,0,1,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:58+08:00,2023-07-14T00:27:59+08:00
KKB-2182,49,0302,THB1962,1962,"{'Zh_tw': '1962', 'En': '1962'}",THB196202,196202,"{'Zh_tw': '1962', 'En': '1962'}",1,"{'PositionLon': 121.293768333333, 'PositionLat': 24.975645, 'GeoHash': 'wsqq04emt'}",115.0,101.0,1,0,1,2023-07-14T00:27:55+08:00,2023-07-14T00:27:55+08:00,2023-07-14T00:27:55+08:00,2023-07-14T00:27:59+08:00
KKB-2183,49,0302,THB1961,1961,"{'Zh_tw': '1961', 'En': '1961'}",THB1961A2,1961A2,"{'Zh_tw': '1961A', 'En': '1961A'}",1,"{'PositionLon': 121.201303333333, 'PositionLat': 25.0625633333333, 'GeoHash': 'wsqnw4805'}",29.0,121.0,1,0,1,2023-07-14T00:27:56+08:00,2023-07-14T00:27:56+08:00,2023-07-14T00:27:57+08:00,2023-07-14T00:27:59+08:00
731-FM,39,0913,THB1571,1571,"{'Zh_tw': '1571', 'En': '1571'}",THB157102,157102,"{'Zh_tw': '1571', 'En': '1571'}",1,"{'PositionLon': 121.773243333333, 'PositionLat': 24.70859, 'GeoHash': 'wsqse409f'}",0.0,0.0,2,0,1,2023-07-14T00:27:51+08:00,2023-07-14T00:27:51+08:00,2023-07-14T00:27:51+08:00,2023-07-14T00:27:54+08:00
KKB-8711,45,1101,THB1838,1838,"{'Zh_tw': '1838', 'En': '1838'}",THB1838B1,1838B1,"{'Zh_tw': '1838B', 'En': '1838B'}",0,"{'PositionLon': 120.334016666667, 'PositionLat': 22.6545016666667, 'GeoHash': 'wsj8fk0s1'}",104.0,159.0,1,0,1,2023-07-14T00:27:46+08:00,2023-07-14T00:27:45+08:00,2023-07-14T00:27:45+08:00,2023-07-14T00:27:49+08:00
KKA-8168,45,1101,THB1878,1878,"{'Zh_tw': '1878', 'En': '1878'}",THB187802,187802,"{'Zh_tw': '1878', 'En': '1878'}",1,"{'PositionLon': 121.518356666667, 'PositionLat': 25.0477383333333, 'GeoHash': 'wsqqmpycw'}",0.0,321.0,2,0,1,2023-07-14T00:27:41+08:00,2023-07-14T00:27:41+08:00,2023-07-14T00:27:41+08:00,2023-07-14T00:27:44+08:00
217-U5,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181501,181501,"{'Zh_tw': '1815', 'En': '1815'}",0,"{'PositionLon': 121.636651666667, 'PositionLat': 25.2226183333333, 'GeoHash': 'wsqrrzth7'}",46.0,323.0,1,0,1,2023-07-14T00:27:21+08:00,2023-07-14T00:27:22+08:00,2023-07-14T00:27:22+08:00,2023-07-14T00:27:24+08:00
FAC-320,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,"{'PositionLon': 121.528771666667, 'PositionLat': 25.0481333333333, 'GeoHash': 'wsqqmryec'}",0.0,0.0,1,0,1,2023-07-14T00:27:21+08:00,2023-07-14T00:27:21+08:00,2023-07-14T00:27:21+08:00,2023-07-14T00:27:24+08:00
FAB-220,45,1101,THB1819,1819,"{'Zh_tw': '1819', 'En': '1819'}",THB181902,181902,"{'Zh_tw': '1819', 'En': '1819'}",1,"{'PositionLon': 121.461626666667, 'PositionLat': 25.0753133333333, 'GeoHash': 'wsqqeuvdm'}",80.0,78.0,1,0,1,2023-07-14T00:27:12+08:00,2023-07-14T00:27:12+08:00,2023-07-14T00:27:12+08:00,2023-07-14T00:27:14+08:00
KKB-0179,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201101,201101,"{'Zh_tw': '2011', 'En': '2011'}",0,"{'PositionLon': 121.516986666667, 'PositionLat': 25.0508366666667, 'GeoHash': 'wsqqt0mgx'}",28.0,193.0,0,0,1,2023-07-14T00:27:08+08:00,2023-07-14T00:27:09+08:00,2023-07-14T00:27:09+08:00,2023-07-14T00:27:14+08:00
705-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W2,7500W2,"{'Zh_tw': '7500W', 'En': '7500W'}",1,"{'PositionLon': 120.35337, 'PositionLat': 23.37976, 'GeoHash': 'wsjt48nsu'}",93.0,196.0,1,0,1,2023-07-14T00:26:10+08:00,2023-07-14T00:26:13+08:00,2023-07-14T00:26:13+08:00,2023-07-14T00:26:14+08:00
KKA-7713,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500J1,7500J1,"{'Zh_tw': '7500J', 'En': '7500J'}",0,"{'PositionLon': 121.51848, 'PositionLat': 25.04936, 'GeoHash': 'wsqqt0p51'}",5.0,57.0,1,0,1,2023-07-14T00:26:12+08:00,2023-07-14T00:26:12+08:00,2023-07-14T00:26:12+08:00,2023-07-14T00:26:14+08:00
KKA-7198,23,1401,THB7211,7211,"{'Zh_tw': '7211', 'En': '7211'}",THB721101,721101,"{'Zh_tw': '7211', 'En': '7211'}",0,"{'PositionLon': 120.463731666667, 'PositionLat': 23.4826516666667, 'GeoHash': 'wsjtt4zh2'}",0.0,99.0,1,0,1,2023-07-14T00:25:57+08:00,2023-07-14T00:25:57+08:00,2023-07-14T00:25:57+08:00,2023-07-14T00:25:59+08:00
747-FN,39,0913,THB1571,1571,"{'Zh_tw': '1571', 'En': '1571'}",THB157102,157102,"{'Zh_tw': '1571', 'En': '1571'}",1,"{'PositionLon': 121.758895, 'PositionLat': 24.7516316666667, 'GeoHash': 'wsqsf9yhe'}",0.0,0.0,1,0,1,2023-07-14T00:25:50+08:00,2023-07-14T00:25:51+08:00,2023-07-14T00:25:51+08:00,2023-07-14T00:25:54+08:00
878-FX,34,1201,THB1616,1616,"{'Zh_tw': '1616', 'En': '1616'}",THB161601,161601,"{'Zh_tw': '1616', 'En': '1616'}",0,"{'PositionLon': 120.568945, 'PositionLat': 23.962655, 'GeoHash': 'wsm8rd78s'}",7.0,108.0,0,0,1,2023-07-14T00:25:23+08:00,2023-07-14T00:25:24+08:00,2023-07-14T00:25:24+08:00,2023-07-14T00:25:29+08:00
KKA-1331,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610B2,1610B2,"{'Zh_tw': '1610B', 'En': '1610B'}",1,"{'PositionLon': 121.516801666667, 'PositionLat': 25.0493266666667, 'GeoHash': 'wsqqt0jff'}",20.0,11.0,0,0,1,2023-07-14T00:25:14+08:00,2023-07-14T00:25:15+08:00,2023-07-14T00:25:15+08:00,2023-07-14T00:25:19+08:00
778-U9,25,0801,THB7504,7504,"{'Zh_tw': '7504', 'En': '7504'}",THB750401,750401,"{'Zh_tw': '7504', 'En': '7504'}",0,"{'PositionLon': 120.63778, 'PositionLat': 24.1679, 'GeoHash': 'wsmc3ptu0'}",0.0,114.0,1,0,1,2023-07-14T00:25:03+08:00,2023-07-14T00:25:05+08:00,2023-07-14T00:25:05+08:00,2023-07-14T00:25:09+08:00
051-U7,45,1101,THB1813,1813,"{'Zh_tw': '1813', 'En': '1813'}",THB1813I1,1813I1,"{'Zh_tw': '1813I', 'En': '1813I'}",0,"{'PositionLon': 121.740535, 'PositionLat': 25.1311616666667, 'GeoHash': 'wsqwfqbz8'}",0.0,0.0,1,0,1,2023-07-14T00:24:09+08:00,2023-07-14T00:24:45+08:00,2023-07-14T00:24:45+08:00,2023-07-14T00:24:49+08:00
KKA-1817,34,1201,THB9026,9026,"{'Zh_tw': '9026', 'En': '9026'}",THB902602,902602,"{'Zh_tw': '9026', 'En': '9026'}",1,"{'PositionLon': 121.690191666667, 'PositionLat': 25.1614466666667, 'GeoHash': 'wsqx1hs04'}",46.0,277.0,0,0,1,2023-07-14T00:23:38+08:00,2023-07-14T00:23:39+08:00,2023-07-14T00:23:39+08:00,2023-07-14T00:23:44+08:00
KKA-2623,34,1201,THB1611,1611,"{'Zh_tw': '1611', 'En': '1611'}",THB1611F2,1611F2,"{'Zh_tw': '1611F', 'En': '1611F'}",1,"{'PositionLon': 121.516606666667, 'PositionLat': 25.0496133333333, 'GeoHash': 'wsqqt0jsw'}",12.0,231.0,0,0,1,2023-07-14T00:23:39+08:00,2023-07-14T00:23:40+08:00,2023-07-14T00:23:40+08:00,2023-07-14T00:23:44+08:00
789-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W1,7500W1,"{'Zh_tw': '7500W', 'En': '7500W'}",0,"{'PositionLon': 121.13641, 'PositionLat': 24.89627, 'GeoHash': 'wsqjss0z6'}",103.0,73.0,1,0,1,2023-07-14T00:22:53+08:00,2023-07-14T00:22:58+08:00,2023-07-14T00:22:58+08:00,2023-07-14T00:22:59+08:00
FAB-166,45,1101,THB1816,1816,"{'Zh_tw': '1816', 'En': '1816'}",THB181601,181601,"{'Zh_tw': '1816', 'En': '1816'}",0,"{'PositionLon': 121.309756666667, 'PositionLat': 24.9837366666667, 'GeoHash': 'wsqq0kphf'}",43.0,223.0,1,0,1,2023-07-14T00:22:15+08:00,2023-07-14T00:22:14+08:00,2023-07-14T00:22:14+08:00,2023-07-14T00:22:19+08:00
455-U5,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B2,1619B2,"{'Zh_tw': '1619B', 'En': '1619B'}",1,"{'PositionLon': 121.5167, 'PositionLat': 25.0498, 'GeoHash': 'wsqqt0jv8'}",25.0,190.0,0,0,1,2023-07-14T00:21:37+08:00,2023-07-14T00:21:38+08:00,2023-07-14T00:21:38+08:00,2023-07-14T00:21:39+08:00
KKA-9891,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB1579A2,1579A2,"{'Zh_tw': '1579A', 'En': '1579A'}",1,"{'PositionLon': 121.8019, 'PositionLat': 25.13714, 'GeoHash': 'wsqx58j6m'}",32.0,11.0,0,0,1,2023-07-14T00:21:36+08:00,2023-07-14T00:21:37+08:00,2023-07-14T00:21:37+08:00,2023-07-14T00:21:39+08:00
KKA-9886,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB157902,157902,"{'Zh_tw': '1579', 'En': '1579'}",1,"{'PositionLon': 121.80185, 'PositionLat': 25.136865, 'GeoHash': 'wsqx58j2u'}",16.0,349.0,0,0,1,2023-07-14T00:21:27+08:00,2023-07-14T00:21:27+08:00,2023-07-14T00:21:27+08:00,2023-07-14T00:21:29+08:00
KKA-7785,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G2,7500G2,"{'Zh_tw': '7500G', 'En': '7500G'}",1,"{'PositionLon': 120.21972, 'PositionLat': 23.02494, 'GeoHash': 'wsj6zxt3f'}",43.0,225.0,1,0,1,2023-07-14T00:20:48+08:00,2023-07-14T00:20:50+08:00,2023-07-14T00:20:50+08:00,2023-07-14T00:20:54+08:00
FAB-036,45,1101,THB1826,1826,"{'Zh_tw': '1826', 'En': '1826'}",THB182601,182601,"{'Zh_tw': '1826', 'En': '1826'}",0,"{'PositionLon': 120.6856, 'PositionLat': 24.1419933333333, 'GeoHash': 'wsmc66bt6'}",15.0,173.0,1,0,1,2023-07-14T00:20:35+08:00,2023-07-14T00:20:34+08:00,2023-07-14T00:20:34+08:00,2023-07-14T00:20:39+08:00
733-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W1,7500W1,"{'Zh_tw': '7500W', 'En': '7500W'}",0,"{'PositionLon': 120.20904, 'PositionLat': 23.00238, 'GeoHash': 'wsj6z7mw9'}",0.0,78.0,1,0,1,2023-07-14T00:19:08+08:00,2023-07-14T00:19:10+08:00,2023-07-14T00:19:10+08:00,2023-07-14T00:19:14+08:00
KKA-1179,34,1201,THB1612,1612,"{'Zh_tw': '1612', 'En': '1612'}",THB1612D1,1612D1,"{'Zh_tw': '1612D', 'En': '1612D'}",0,"{'PositionLon': 120.209373333333, 'PositionLat': 23.00223, 'GeoHash': 'wsj6z7mv9'}",25.0,209.0,0,0,1,2023-07-14T00:18:23+08:00,2023-07-14T00:18:24+08:00,2023-07-14T00:18:24+08:00,2023-07-14T00:18:29+08:00
KKA-2608,34,1201,THB1625,1625,"{'Zh_tw': '1625', 'En': '1625'}",THB1625A1,1625A1,"{'Zh_tw': '1625A', 'En': '1625A'}",0,"{'PositionLon': 120.209503333333, 'PositionLat': 23.0023866666667, 'GeoHash': 'wsj6z7mys'}",24.0,210.0,0,0,1,2023-07-14T00:18:18+08:00,2023-07-14T00:18:19+08:00,2023-07-14T00:18:19+08:00,2023-07-14T00:18:24+08:00
KKA-0526,50,0604,THB2000,2000,"{'Zh_tw': '2000', 'En': '2000'}",THB200002,200002,"{'Zh_tw': '2000', 'En': '2000'}",1,"{'PositionLon': 121.549288333333, 'PositionLat': 25.0554866666667, 'GeoHash': 'wsqqtcjqz'}",12.0,10.0,0,0,1,2023-07-14T00:17:06+08:00,2023-07-14T00:17:07+08:00,2023-07-14T00:17:07+08:00,2023-07-14T00:17:09+08:00
745-FN,39,0913,THB1572,1572,"{'Zh_tw': '1572', 'En': '1572'}",THB1572B2,1572B2,"{'Zh_tw': '1572B', 'En': '1572B'}",1,"{'PositionLon': 121.778686666667, 'PositionLat': 24.8318483333333, 'GeoHash': 'wsqt70s81'}",45.0,216.0,1,0,1,2023-07-14T00:16:56+08:00,2023-07-14T00:16:57+08:00,2023-07-14T00:16:57+08:00,2023-07-14T00:16:59+08:00
KKA-0010,34,1201,THB1627,1627,"{'Zh_tw': '1627', 'En': '1627'}",THB162702,162702,"{'Zh_tw': '1627', 'En': '1627'}",1,"{'PositionLon': 121.25417, 'PositionLat': 25.00395, 'GeoHash': 'wsqnppydd'}",72.0,231.0,0,0,1,2023-07-14T00:16:33+08:00,2023-07-14T00:16:34+08:00,2023-07-14T00:16:34+08:00,2023-07-14T00:16:39+08:00
389-FQ,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191701,191701,"{'Zh_tw': '1917', 'En': '1917'}",0,"{'PositionLon': 121.465595, 'PositionLat': 25.015165, 'GeoHash': 'wsqqk1bec'}",11.0,275.0,0,0,1,2023-07-14T00:14:44+08:00,2023-07-14T00:16:30+08:00,2023-07-14T00:16:30+08:00,2023-07-14T00:16:34+08:00
199-U5,45,1101,THB1841,1841,"{'Zh_tw': '1841', 'En': '1841'}",THB184101,184101,"{'Zh_tw': '1841', 'En': '1841'}",0,"{'PositionLon': 121.23217, 'PositionLat': 25.0785516666667, 'GeoHash': 'wsqnwtqt4'}",16.0,166.0,1,0,1,2023-07-14T00:16:08+08:00,2023-07-14T00:16:07+08:00,2023-07-14T00:16:07+08:00,2023-07-14T00:16:09+08:00
811-U5,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,"{'PositionLon': 121.76934, 'PositionLat': 24.6974916666667, 'GeoHash': 'wsqsdbj9r'}",0.0,0.0,1,0,1,2023-07-14T00:16:00+08:00,2023-07-14T00:16:01+08:00,2023-07-14T00:16:01+08:00,2023-07-14T00:16:04+08:00
KKB-0273,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201101,201101,"{'Zh_tw': '2011', 'En': '2011'}",0,"{'PositionLon': 120.973746666667, 'PositionLat': 24.8011866666667, 'GeoHash': 'wsqj0ffmk'}",28.0,235.0,0,0,1,2023-07-14T00:15:55+08:00,2023-07-14T00:15:53+08:00,2023-07-14T00:15:53+08:00,2023-07-14T00:15:54+08:00
430-FZ,39,0913,THB1572,1572,"{'Zh_tw': '1572', 'En': '1572'}",THB1572B2,1572B2,"{'Zh_tw': '1572B', 'En': '1572B'}",1,"{'PositionLon': 121.782468333333, 'PositionLat': 24.7327666666667, 'GeoHash': 'wsqsenrqc'}",89.0,164.0,2,0,1,2023-07-14T00:14:52+08:00,2023-07-14T00:15:41+08:00,2023-07-14T00:15:41+08:00,2023-07-14T00:15:44+08:00
882-U3,68,0303,THB9028,9028,"{'Zh_tw': '9028', 'En': '9028'}",THB9028D1,9028D1,"{'Zh_tw': '9028D', 'En': '9028D'}",0,"{'PositionLon': 121.778441666667, 'PositionLat': 24.6779283333333, 'GeoHash': 'wsqs7hkr7'}",22.0,270.0,0,0,1,2023-07-14T00:15:04+08:00,2023-07-14T00:15:08+08:00,2023-07-14T00:15:08+08:00,2023-07-14T00:15:09+08:00
KKA-9813,41,0301,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900301,900301,"{'Zh_tw': '9003', 'En': '9003'}",0,"{'PositionLon': 120.972966666667, 'PositionLat': 24.80109, 'GeoHash': 'wsqj0fcuf'}",9.0,333.0,1,0,1,2023-07-14T00:14:56+08:00,2023-07-14T00:14:57+08:00,2023-07-14T00:14:57+08:00,2023-07-14T00:14:59+08:00
KKA-1690,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B2,1619B2,"{'Zh_tw': '1619B', 'En': '1619B'}",1,"{'PositionLon': 120.688868333333, 'PositionLat': 24.1410633333333, 'GeoHash': 'wsmc66dzy'}",0.0,0.0,0,0,1,2023-07-14T00:14:51+08:00,2023-07-14T00:14:51+08:00,2023-07-14T00:14:51+08:00,2023-07-14T00:14:54+08:00
553-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F1,7500F1,"{'Zh_tw': '7500F', 'En': '7500F'}",0,"{'PositionLon': 120.20895, 'PositionLat': 23.00234, 'GeoHash': 'wsj6z7mqr'}",0.0,92.0,1,0,1,2023-07-14T00:14:16+08:00,2023-07-14T00:14:18+08:00,2023-07-14T00:14:18+08:00,2023-07-14T00:14:19+08:00
FAC-535,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191701,191701,"{'Zh_tw': '1917', 'En': '1917'}",0,"{'PositionLon': 121.464981666667, 'PositionLat': 25.0156066666667, 'GeoHash': 'wsqqk1bn7'}",0.0,307.0,2,0,1,2023-07-14T00:13:42+08:00,2023-07-14T00:13:42+08:00,2023-07-14T00:13:42+08:00,2023-07-14T00:13:44+08:00
FAB-919,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181501,181501,"{'Zh_tw': '1815', 'En': '1815'}",0,"{'PositionLon': 121.644013333333, 'PositionLat': 25.213525, 'GeoHash': 'wsqx2jfrq'}",0.0,266.0,0,0,1,2023-07-14T00:13:37+08:00,2023-07-14T00:13:37+08:00,2023-07-14T00:13:37+08:00,2023-07-14T00:13:39+08:00
FAC-391,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB1915B1,1915B1,"{'Zh_tw': '1915B', 'En': '1915B'}",0,"{'PositionLon': 121.465818333333, 'PositionLat': 25.0150883333333, 'GeoHash': 'wsqqk1beq'}",0.0,0.0,2,0,1,2023-07-14T00:13:07+08:00,2023-07-14T00:13:09+08:00,2023-07-14T00:13:09+08:00,2023-07-14T00:13:14+08:00
575-U6,34,1201,THB1620,1620,"{'Zh_tw': '1620', 'En': '1620'}",THB1620A1,1620A1,"{'Zh_tw': '1620A', 'En': '1620A'}",0,"{'PositionLon': 120.687971666667, 'PositionLat': 24.14003, 'GeoHash': 'wsmc66d3c'}",29.0,92.0,0,0,1,2023-07-14T00:12:33+08:00,2023-07-14T00:12:34+08:00,2023-07-14T00:12:34+08:00,2023-07-14T00:12:39+08:00
FAB-277,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB1815D1,1815D1,"{'Zh_tw': '1815D', 'En': '1815D'}",0,"{'PositionLon': 121.438218333333, 'PositionLat': 25.0864616666667, 'GeoHash': 'wsqqeque5'}",0.0,0.0,2,0,1,2023-07-14T00:12:30+08:00,2023-07-14T00:12:30+08:00,2023-07-14T00:12:31+08:00,2023-07-14T00:12:34+08:00
KKA-0012,34,1201,THB1662,1662,"{'Zh_tw': '1662', 'En': '1662'}",THB166202,166202,"{'Zh_tw': '1662', 'En': '1662'}",1,"{'PositionLon': 121.314543333333, 'PositionLat': 24.9876666666667, 'GeoHash': 'wsqq0sfe9'}",14.0,54.0,0,0,1,2023-07-14T00:12:30+08:00,2023-07-14T00:12:30+08:00,2023-07-14T00:12:30+08:00,2023-07-14T00:12:34+08:00
