PlateNumb,OperatorID,OperatorNo,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopUID,StopID,StopName,StopSequence,MessageType,DutyStatus,BusStatus,A2EventType,GPSTime,SrcRecTime,SrcTransTime,UpdateTime
FAB-217,45,1101,THB1819,1819,"{'Zh_tw': '1819', 'En': '1819'}",THB181901,181901,"{'Zh_tw': '1819', 'En': '1819'}",0,THB300881,300881,"{'Zh_tw': '國光客運臺北車站', 'En': 'KUO-KUANG motor transportation Taipei Station'}",1,2,1,0,0,2023-07-14T00:21:12+08:00,2023-07-14T00:21:12+08:00,2023-07-14T00:21:12+08:00,2023-07-14T00:21:14+08:00
FAB-225,45,1101,THB1819,1819,"{'Zh_tw': '1819', 'En': '1819'}",THB181902,181902,"{'Zh_tw': '1819', 'En': '1819'}",1,THB267884,267884,"{'Zh_tw': '桃園機場第一航廈', 'En': 'Taoyuan Airport  Terminal 1'}",2,2,1,0,0,2023-07-14T00:20:47+08:00,2023-07-14T00:20:47+08:00,2023-07-14T00:20:47+08:00,2023-07-14T00:20:49+08:00
461-U5,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B1,1619B1,"{'Zh_tw': '1619B', 'En': '1619B'}",0,THB284140,284140,"{'Zh_tw': '高公局', 'En': 'Taiwan Area National Freeway Bureau'}",2,2,0,0,0,2023-07-14T00:20:38+08:00,2023-07-14T00:20:38+08:00,2023-07-14T00:20:38+08:00,2023-07-14T00:20:39+08:00
FAB-036,45,1101,THB1826,1826,"{'Zh_tw': '1826', 'En': '1826'}",THB182601,182601,"{'Zh_tw': '1826', 'En': '1826'}",0,THB266756,266756,"{'Zh_tw': '臺中公園(雙十路)', 'En': 'Gongyuan Rd. Intersection'}",17,2,1,0,0,2023-07-14T00:19:11+08:00,2023-07-14T00:19:11+08:00,2023-07-14T00:19:11+08:00,2023-07-14T00:19:14+08:00
KKA-2571,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610E2,1610E2,"{'Zh_tw': '1610E', 'En': '1610E'}",1,THB290823,290823,"{'Zh_tw': '中正站', 'En': 'JhongJheng Station'}",2,2,0,0,0,2023-07-14T00:18:53+08:00,2023-07-14T00:18:54+08:00,2023-07-14T00:18:54+08:00,2023-07-14T00:18:59+08:00
KKA-1122,45,1101,THB1837,1837,"{'Zh_tw': '1837', 'En': '1837'}",THB183701,183701,"{'Zh_tw': '1837', 'En': '1837'}",0,THB308540,308540,"{'Zh_tw': '永康臨時轉運站', 'En': 'Yongkang Temporary Bus Station'}",5,2,1,0,0,2023-07-14T00:18:51+08:00,2023-07-14T00:18:51+08:00,2023-07-14T00:18:51+08:00,2023-07-14T00:18:54+08:00
FAC-525,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",11,2,1,0,1,2023-07-14T00:18:25+08:00,2023-07-14T00:18:25+08:00,2023-07-14T00:18:25+08:00,2023-07-14T00:18:29+08:00
KKA-1179,34,1201,THB1612,1612,"{'Zh_tw': '1612', 'En': '1612'}",THB1612D1,1612D1,"{'Zh_tw': '1612D', 'En': '1612D'}",0,THB303927,303927,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",10,2,0,0,1,2023-07-14T00:18:23+08:00,2023-07-14T00:18:24+08:00,2023-07-14T00:18:24+08:00,2023-07-14T00:18:29+08:00
KKA-2608,34,1201,THB1625,1625,"{'Zh_tw': '1625', 'En': '1625'}",THB1625A1,1625A1,"{'Zh_tw': '1625A', 'En': '1625A'}",0,THB303927,303927,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",9,2,0,0,1,2023-07-14T00:18:22+08:00,2023-07-14T00:18:23+08:00,2023-07-14T00:18:23+08:00,2023-07-14T00:18:24+08:00
778-U9,25,0801,THB7504,7504,"{'Zh_tw': '7504', 'En': '7504'}",THB750401,750401,"{'Zh_tw': '7504', 'En': '7504'}",0,THB302806,302806,"{'Zh_tw': '朝馬站', 'En': 'Chaoma Terminal'}",3,2,1,0,1,2023-07-14T00:18:14+08:00,2023-07-14T00:18:15+08:00,2023-07-14T00:18:15+08:00,2023-07-14T00:18:19+08:00
745-FN,39,0913,THB1572,1572,"{'Zh_tw': '1572', 'En': '1572'}",THB1572B2,1572B2,"{'Zh_tw': '1572B', 'En': '1572B'}",1,THB257812,257812,"{'Zh_tw': '礁溪轉運站', 'En': 'Jiaosi Transfer Station'}",3,2,1,0,1,2023-07-14T00:17:09+08:00,2023-07-14T00:17:09+08:00,2023-07-14T00:17:09+08:00,2023-07-14T00:17:14+08:00
800-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500V1,7500V1,"{'Zh_tw': '7500V', 'En': '7500V'}",0,THB189248,189248,"{'Zh_tw': '朝馬站', 'En': 'Chouma Station'}",4,2,1,0,0,2023-07-14T00:17:12+08:00,2023-07-14T00:17:13+08:00,2023-07-14T00:17:13+08:00,2023-07-14T00:17:14+08:00
FAC-306,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191702,191702,"{'Zh_tw': '1917', 'En': '1917'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",5,2,1,0,1,2023-07-14T00:17:09+08:00,2023-07-14T00:17:11+08:00,2023-07-14T00:17:11+08:00,2023-07-14T00:17:14+08:00
KKA-0526,50,0604,THB2000,2000,"{'Zh_tw': '2000', 'En': '2000'}",THB200002,200002,"{'Zh_tw': '2000', 'En': '2000'}",1,THB294201,294201,"{'Zh_tw': '長庚醫院', 'En': 'Changgung Memorial Hospital'}",1,2,0,0,1,2023-07-14T00:17:10+08:00,2023-07-14T00:17:10+08:00,2023-07-14T00:17:10+08:00,2023-07-14T00:17:14+08:00
KKA-1116,45,1101,THB1873,1873,"{'Zh_tw': '1873', 'En': '1873'}",THB187301,187301,"{'Zh_tw': '1873', 'En': '1873'}",0,THB293464,293464,"{'Zh_tw': '麟洛站', 'En': 'Linluo Station'}",13,2,1,0,1,2023-07-14T00:16:56+08:00,2023-07-14T00:16:57+08:00,2023-07-14T00:16:57+08:00,2023-07-14T00:16:59+08:00
389-FQ,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191701,191701,"{'Zh_tw': '1917', 'En': '1917'}",0,THB254112,254112,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",5,2,0,0,1,2023-07-14T00:14:58+08:00,2023-07-14T00:16:51+08:00,2023-07-14T00:16:51+08:00,2023-07-14T00:16:54+08:00
733-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W1,7500W1,"{'Zh_tw': '7500W', 'En': '7500W'}",0,THB245716,245716,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",1,2,1,0,1,2023-07-14T00:16:49+08:00,2023-07-14T00:16:50+08:00,2023-07-14T00:16:50+08:00,2023-07-14T00:16:54+08:00
757-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500V2,7500V2,"{'Zh_tw': '7500V', 'En': '7500V'}",1,THB303140,303140,"{'Zh_tw': '經國轉運站', 'En': 'Jing Guo Bus Station'}",3,2,1,0,0,2023-07-14T00:16:51+08:00,2023-07-14T00:16:52+08:00,2023-07-14T00:16:52+08:00,2023-07-14T00:16:54+08:00
FAC-316,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191602,191602,"{'Zh_tw': '1916', 'En': '1916'}",1,THB253737,253737,"{'Zh_tw': '宜蘭轉運站', 'En': 'Yilan Transfer Station'}",5,2,1,0,1,2023-07-14T00:16:38+08:00,2023-07-14T00:16:38+08:00,2023-07-14T00:16:38+08:00,2023-07-14T00:16:39+08:00
KKA-0010,34,1201,THB1627,1627,"{'Zh_tw': '1627', 'En': '1627'}",THB162702,162702,"{'Zh_tw': '1627', 'En': '1627'}",1,THB301900,301900,"{'Zh_tw': '中壢服務區', 'En': 'Zhongli Service Area'}",3,2,0,0,1,2023-07-14T00:16:30+08:00,2023-07-14T00:16:31+08:00,2023-07-14T00:16:31+08:00,2023-07-14T00:16:34+08:00
199-U5,45,1101,THB1841,1841,"{'Zh_tw': '1841', 'En': '1841'}",THB184101,184101,"{'Zh_tw': '1841', 'En': '1841'}",0,THB304584,304584,"{'Zh_tw': '桃園機場第二航廈', 'En': 'Taoyuan Airport  Terminal 2'}",32,2,1,0,1,2023-07-14T00:15:54+08:00,2023-07-14T00:15:54+08:00,2023-07-14T00:15:54+08:00,2023-07-14T00:15:59+08:00
KKB-0273,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201101,201101,"{'Zh_tw': '2011', 'En': '2011'}",0,THB300385,300385,"{'Zh_tw': '新竹轉運站', 'En': 'Hsinchu bus station'}",11,2,0,0,1,2023-07-14T00:15:54+08:00,2023-07-14T00:15:55+08:00,2023-07-14T00:15:55+08:00,2023-07-14T00:15:59+08:00
691-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500V1,7500V1,"{'Zh_tw': '7500V', 'En': '7500V'}",0,THB189257,189257,"{'Zh_tw': '三重站', 'En': 'Sanzhong Station'}",6,2,1,0,0,2023-07-14T00:15:41+08:00,2023-07-14T00:15:42+08:00,2023-07-14T00:15:42+08:00,2023-07-14T00:15:44+08:00
882-U3,68,0303,THB9028,9028,"{'Zh_tw': '9028', 'En': '9028'}",THB9028D1,9028D1,"{'Zh_tw': '9028D', 'En': '9028D'}",0,THB302398,302398,"{'Zh_tw': '羅東站', 'En': 'Luodong Station'}",4,2,0,0,0,2023-07-14T00:15:19+08:00,2023-07-14T00:15:23+08:00,2023-07-14T00:15:23+08:00,2023-07-14T00:15:24+08:00
523-U6,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610B2,1610B2,"{'Zh_tw': '1610B', 'En': '1610B'}",1,THB268481,268481,"{'Zh_tw': '楠梓站', 'En': 'Nanzi Station'}",3,2,0,0,0,2023-07-14T00:15:14+08:00,2023-07-14T00:15:15+08:00,2023-07-14T00:15:15+08:00,2023-07-14T00:15:19+08:00
KKB-2182,49,0302,THB1962,1962,"{'Zh_tw': '1962', 'En': '1962'}",THB196202,196202,"{'Zh_tw': '1962', 'En': '1962'}",1,THB301066,301066,"{'Zh_tw': '桃園機場第二航廈', 'En': 'Taiwan Taoyuan International Airport Terminal 2'}",2,2,1,0,0,2023-07-14T00:15:04+08:00,2023-07-14T00:15:05+08:00,2023-07-14T00:15:05+08:00,2023-07-14T00:15:09+08:00
FAB-670,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610B1,1610B1,"{'Zh_tw': '1610B', 'En': '1610B'}",0,THB266076,266076,"{'Zh_tw': '中港轉運站', 'En': 'Zhonggang Bus Station'}",5,2,0,0,0,2023-07-14T00:14:14+08:00,2023-07-14T00:14:15+08:00,2023-07-14T00:14:15+08:00,2023-07-14T00:14:19+08:00
KKA-7670,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F2,7500F2,"{'Zh_tw': '7500F', 'En': '7500F'}",1,THB149213,149213,"{'Zh_tw': '麻豆站轉運站', 'En': 'Madou Station'}",4,2,1,0,0,2023-07-14T00:14:16+08:00,2023-07-14T00:14:18+08:00,2023-07-14T00:14:18+08:00,2023-07-14T00:14:19+08:00
FAB-061,45,1101,THB1826,1826,"{'Zh_tw': '1826', 'En': '1826'}",THB182602,182602,"{'Zh_tw': '1826', 'En': '1826'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",6,2,1,0,1,2023-07-14T00:13:57+08:00,2023-07-14T00:13:58+08:00,2023-07-14T00:13:58+08:00,2023-07-14T00:13:59+08:00
KKA-7807,25,0801,THB7512,7512,"{'Zh_tw': '7512', 'En': '7512'}",THB7512A2,7512A2,"{'Zh_tw': '7512A', 'En': '7512A'}",1,THB178510,178510,"{'Zh_tw': '楠梓站', 'En': 'Nanzi Station'}",4,2,1,0,0,2023-07-14T00:13:47+08:00,2023-07-14T00:13:48+08:00,2023-07-14T00:13:48+08:00,2023-07-14T00:13:49+08:00
KKA-9813,41,0301,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900301,900301,"{'Zh_tw': '9003', 'En': '9003'}",0,THB300348,300348,"{'Zh_tw': '新竹轉運站', 'En': 'Hsinchu bus station'}",14,2,1,0,1,2023-07-14T00:13:42+08:00,2023-07-14T00:13:43+08:00,2023-07-14T00:13:43+08:00,2023-07-14T00:13:44+08:00
576-U6,34,1201,THB1620,1620,"{'Zh_tw': '1620', 'En': '1620'}",THB1620B1,1620B1,"{'Zh_tw': '1620B', 'En': '1620B'}",0,THB301900,301900,"{'Zh_tw': '中壢服務區', 'En': 'Zhongli Service Area'}",3,2,0,0,0,2023-07-14T00:13:31+08:00,2023-07-14T00:13:32+08:00,2023-07-14T00:13:32+08:00,2023-07-14T00:13:34+08:00
KKA-0819,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201101,201101,"{'Zh_tw': '2011', 'En': '2011'}",0,THB142836,142836,"{'Zh_tw': '重慶站', 'En': 'Chongqing Sta.'}",5,2,0,0,0,2023-07-14T00:13:02+08:00,2023-07-14T00:13:03+08:00,2023-07-14T00:13:03+08:00,2023-07-14T00:13:04+08:00
KKA-7726,25,0801,THB7512,7512,"{'Zh_tw': '7512', 'En': '7512'}",THB7512A1,7512A1,"{'Zh_tw': '7512A', 'En': '7512A'}",0,THB178344,178344,"{'Zh_tw': '新營站', 'En': 'Xinying Station'}",1,2,1,0,0,2023-07-14T00:13:01+08:00,2023-07-14T00:13:01+08:00,2023-07-14T00:13:01+08:00,2023-07-14T00:13:04+08:00
575-U6,34,1201,THB1620,1620,"{'Zh_tw': '1620', 'En': '1620'}",THB1620A1,1620A1,"{'Zh_tw': '1620A', 'En': '1620A'}",0,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",14,2,0,0,1,2023-07-14T00:12:36+08:00,2023-07-14T00:12:37+08:00,2023-07-14T00:12:37+08:00,2023-07-14T00:12:39+08:00
KKA-0012,34,1201,THB1662,1662,"{'Zh_tw': '1662', 'En': '1662'}",THB166202,166202,"{'Zh_tw': '1662', 'En': '1662'}",1,THB303154,303154,"{'Zh_tw': '桃園後火車站', 'En': 'Taoyuanhou Railway Station'}",19,2,0,0,1,2023-07-14T00:12:24+08:00,2023-07-14T00:12:25+08:00,2023-07-14T00:12:25+08:00,2023-07-14T00:12:29+08:00
KKA-7866,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G2,7500G2,"{'Zh_tw': '7500G', 'En': '7500G'}",1,THB189264,189264,"{'Zh_tw': '三重站', 'En': 'Sanzhong Station'}",2,2,1,0,0,2023-07-14T00:12:09+08:00,2023-07-14T00:12:10+08:00,2023-07-14T00:12:10+08:00,2023-07-14T00:12:14+08:00
FAC-512,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,THB256993,256993,"{'Zh_tw': '捷運科技大樓站', 'En': 'Technology Building Station'}",4,2,1,0,0,2023-07-14T00:11:18+08:00,2023-07-14T00:11:59+08:00,2023-07-14T00:11:59+08:00,2023-07-14T00:12:04+08:00
FAB-096,45,1101,THB1862,1862,"{'Zh_tw': '1862', 'En': '1862'}",THB186201,186201,"{'Zh_tw': '1862', 'En': '1862'}",0,THB270311,270311,"{'Zh_tw': '楠梓站', 'En': 'Nanzi Station'}",5,2,1,0,0,2023-07-14T00:11:47+08:00,2023-07-14T00:11:47+08:00,2023-07-14T00:11:47+08:00,2023-07-14T00:11:49+08:00
553-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F1,7500F1,"{'Zh_tw': '7500F', 'En': '7500F'}",0,THB245716,245716,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",1,2,1,0,1,2023-07-14T00:10:22+08:00,2023-07-14T00:10:23+08:00,2023-07-14T00:10:23+08:00,2023-07-14T00:10:24+08:00
FAC-320,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,THB289796,289796,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",3,2,1,0,0,2023-07-14T00:09:37+08:00,2023-07-14T00:09:38+08:00,2023-07-14T00:09:38+08:00,2023-07-14T00:09:39+08:00
KKA-7785,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G2,7500G2,"{'Zh_tw': '7500G', 'En': '7500G'}",1,THB308538,308538,"{'Zh_tw': '永康臨時轉運站', 'En': 'Yongkang Temporary Bus Station'}",5,2,1,0,0,2023-07-14T00:08:45+08:00,2023-07-14T00:08:45+08:00,2023-07-14T00:08:45+08:00,2023-07-14T00:08:49+08:00
KKA-2680,34,1201,THB1611,1611,"{'Zh_tw': '1611', 'En': '1611'}",THB1611D1,1611D1,"{'Zh_tw': '1611D', 'En': '1611D'}",0,THB303927,303927,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",9,2,0,0,1,2023-07-14T00:08:20+08:00,2023-07-14T00:08:21+08:00,2023-07-14T00:08:21+08:00,2023-07-14T00:08:24+08:00
761-U3,50,0604,THB2004,2004,"{'Zh_tw': '2004', 'En': '2004'}",THB200402,200402,"{'Zh_tw': '2004', 'En': '2004'}",1,THB308205,308205,"{'Zh_tw': '桃園長庚轉運站', 'En': 'TAOYUAN CHANG GUNG BUS TERMINAL'}",6,2,0,0,1,2023-07-14T00:07:43+08:00,2023-07-14T00:07:43+08:00,2023-07-14T00:07:43+08:00,2023-07-14T00:07:44+08:00
KKA-1781,34,1201,THB1623,1623,"{'Zh_tw': '1623', 'En': '1623'}",THB162302,162302,"{'Zh_tw': '1623', 'En': '1623'}",1,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",11,2,0,0,1,2023-07-14T00:07:39+08:00,2023-07-14T00:07:39+08:00,2023-07-14T00:07:39+08:00,2023-07-14T00:07:44+08:00
FAC-526,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191601,191601,"{'Zh_tw': '1916', 'En': '1916'}",0,THB254112,254112,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",5,2,1,0,1,2023-07-14T00:07:09+08:00,2023-07-14T00:07:10+08:00,2023-07-14T00:07:10+08:00,2023-07-14T00:07:14+08:00
589-U6,51,0907,THB9069,9069,"{'Zh_tw': '9069', 'En': '9069'}",THB9069A2,9069A2,"{'Zh_tw': '9069A', 'En': '9069A'}",1,THB296917,296917,"{'Zh_tw': '復興中正路口(桃園火車站)', 'En': 'Fuxing and Zhongzheng Road Intersection(Taoyuan Station)'}",17,2,1,0,1,2023-07-14T00:06:19+08:00,2023-07-14T00:06:18+08:00,2023-07-14T00:06:18+08:00,2023-07-14T00:06:19+08:00
255-U5,45,1101,THB1819,1819,"{'Zh_tw': '1819', 'En': '1819'}",THB181901,181901,"{'Zh_tw': '1819', 'En': '1819'}",0,THB304584,304584,"{'Zh_tw': '桃園機場第二航廈', 'En': 'Taoyuan Airport  Terminal 2'}",5,2,1,0,1,2023-07-14T00:06:06+08:00,2023-07-14T00:06:06+08:00,2023-07-14T00:06:06+08:00,2023-07-14T00:06:09+08:00
KKA-1210,34,1201,THB1612,1612,"{'Zh_tw': '1612', 'En': '1612'}",THB1612D2,1612D2,"{'Zh_tw': '1612D', 'En': '1612D'}",1,THB289779,289779,"{'Zh_tw': '市府轉運站', 'En': 'Taipei City Hall Bus Station'}",10,2,0,0,1,2023-07-14T00:05:48+08:00,2023-07-14T00:05:49+08:00,2023-07-14T00:05:49+08:00,2023-07-14T00:05:54+08:00
082-U7,45,1101,THB1800,1800,"{'Zh_tw': '1800', 'En': '1800'}",THB180001,180001,"{'Zh_tw': '1800', 'En': '1800'}",0,THB303408,303408,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",8,2,1,0,1,2023-07-14T00:04:37+08:00,2023-07-14T00:04:42+08:00,2023-07-14T00:04:42+08:00,2023-07-14T00:04:44+08:00
KKA-9887,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB157902,157902,"{'Zh_tw': '1579', 'En': '1579'}",1,THB303576,303576,"{'Zh_tw': '八斗子車站', 'En': 'TRA Badouzi Station'}",25,2,0,0,1,2023-07-14T00:04:29+08:00,2023-07-14T00:04:30+08:00,2023-07-14T00:04:30+08:00,2023-07-14T00:04:34+08:00
FAC-165,43,1102,THB1061,1061,"{'Zh_tw': '1061', 'En': '1061'}",THB106101,106101,"{'Zh_tw': '1061', 'En': '1061'}",0,THB251012,251012,"{'Zh_tw': '瑞芳火車站', 'En': 'TRA Ruifang Station'}",23,2,1,0,1,2023-07-14T00:04:25+08:00,2023-07-14T00:04:25+08:00,2023-07-14T00:04:25+08:00,2023-07-14T00:04:29+08:00
KKA-1288,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610A2,1610A2,"{'Zh_tw': '1610A', 'En': '1610A'}",1,THB289792,289792,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",10,2,0,0,1,2023-07-14T00:04:24+08:00,2023-07-14T00:04:25+08:00,2023-07-14T00:04:25+08:00,2023-07-14T00:04:29+08:00
KKA-1963,45,1101,THB1819,1819,"{'Zh_tw': '1819', 'En': '1819'}",THB181902,181902,"{'Zh_tw': '1819', 'En': '1819'}",1,THB300516,300516,"{'Zh_tw': '臺北車站(東三門)', 'En': 'Taipei Station (East Gate)'}",7,2,1,0,1,2023-07-14T00:04:01+08:00,2023-07-14T00:04:01+08:00,2023-07-14T00:04:01+08:00,2023-07-14T00:04:04+08:00
KKA-0523,50,0604,THB2000,2000,"{'Zh_tw': '2000', 'En': '2000'}",THB200002,200002,"{'Zh_tw': '2000', 'En': '2000'}",1,THB308205,308205,"{'Zh_tw': '桃園長庚轉運站', 'En': 'TAOYUAN CHANG GUNG BUS TERMINAL'}",5,2,0,0,1,2023-07-14T00:03:41+08:00,2023-07-14T00:03:42+08:00,2023-07-14T00:03:42+08:00,2023-07-14T00:03:44+08:00
KKA-1895,45,1101,THB1816,1816,"{'Zh_tw': '1816', 'En': '1816'}",THB181601,181601,"{'Zh_tw': '1816', 'En': '1816'}",0,THB302624,302624,"{'Zh_tw': '建國路', 'En': 'Jianguo Road'}",20,2,1,0,0,2023-07-14T00:03:35+08:00,2023-07-14T00:03:35+08:00,2023-07-14T00:03:35+08:00,2023-07-14T00:03:39+08:00
811-U5,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",3,2,1,0,1,2023-07-14T00:03:18+08:00,2023-07-14T00:03:18+08:00,2023-07-14T00:03:18+08:00,2023-07-14T00:03:19+08:00
FAB-919,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181501,181501,"{'Zh_tw': '1815', 'En': '1815'}",0,THB269906,269906,"{'Zh_tw': '金青中心', 'En': 'Jinshan Youth Activity Centre'}",59,2,1,0,1,2023-07-14T00:02:54+08:00,2023-07-14T00:02:56+08:00,2023-07-14T00:02:56+08:00,2023-07-14T00:02:59+08:00
KKA-3167,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B2,1619B2,"{'Zh_tw': '1619B', 'En': '1619B'}",1,THB266318,266318,"{'Zh_tw': '朝馬站', 'En': 'Chaoma Station'}",3,2,0,0,0,2023-07-14T00:02:56+08:00,2023-07-14T00:02:57+08:00,2023-07-14T00:02:57+08:00,2023-07-14T00:02:59+08:00
KKA-7805,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500I1,7500I1,"{'Zh_tw': '7500I', 'En': '7500I'}",0,THB289798,289798,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",4,2,1,0,1,2023-07-14T00:02:56+08:00,2023-07-14T00:02:56+08:00,2023-07-14T00:02:56+08:00,2023-07-14T00:02:59+08:00
311-U7,18,0909,THB5900,5900,"{'Zh_tw': '5900', 'En': '5900'}",THB590001,590001,"{'Zh_tw': '5900', 'En': '5900'}",0,THB291915,291915,"{'Zh_tw': '竹北火車站', 'En': 'TRA Zhubei Station'}",9,2,0,0,1,2023-07-14T00:02:12+08:00,2023-07-14T00:02:13+08:00,2023-07-14T00:02:13+08:00,2023-07-14T00:02:14+08:00
580-U6,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B1,1619B1,"{'Zh_tw': '1619B', 'En': '1619B'}",0,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",12,2,0,0,1,2023-07-14T00:02:13+08:00,2023-07-14T00:02:13+08:00,2023-07-14T00:02:13+08:00,2023-07-14T00:02:14+08:00
FAB-361,49,0302,THB1960,1960,"{'Zh_tw': '1960', 'En': '1960'}",THB196002,196002,"{'Zh_tw': '1960', 'En': '1960'}",1,THB301067,301067,"{'Zh_tw': '桃園機場第一航廈', 'En': 'Taiwan Taoyuan International Airport Terminal 1'}",2,2,1,0,0,2023-07-14T00:02:10+08:00,2023-07-14T00:02:13+08:00,2023-07-14T00:02:13+08:00,2023-07-14T00:02:14+08:00
KKA-7850,25,0801,THB7505,7505,"{'Zh_tw': '7505', 'En': '7505'}",THB750502,750502,"{'Zh_tw': '7505', 'En': '7505'}",1,THB245716,245716,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",1,2,1,0,1,2023-07-14T00:01:47+08:00,2023-07-14T00:01:48+08:00,2023-07-14T00:01:48+08:00,2023-07-14T00:01:49+08:00
FAB-927,45,1101,THB1820,1820,"{'Zh_tw': '1820', 'En': '1820'}",THB1820A1,1820A1,"{'Zh_tw': '1820A', 'En': '1820A'}",0,THB267585,267585,"{'Zh_tw': '竹東站', 'En': 'Zhudong Station'}",22,2,1,0,1,2023-07-14T00:01:40+08:00,2023-07-14T00:01:41+08:00,2023-07-14T00:01:41+08:00,2023-07-14T00:01:44+08:00
FAB-220,45,1101,THB1819,1819,"{'Zh_tw': '1819', 'En': '1819'}",THB181902,181902,"{'Zh_tw': '1819', 'En': '1819'}",1,THB267884,267884,"{'Zh_tw': '桃園機場第一航廈', 'En': 'Taoyuan Airport  Terminal 1'}",2,2,1,0,0,2023-07-14T00:01:20+08:00,2023-07-14T00:01:34+08:00,2023-07-14T00:01:34+08:00,2023-07-14T00:01:39+08:00
769-U3,50,0604,THB2003,2003,"{'Zh_tw': '2003', 'En': '2003'}",THB200302,200302,"{'Zh_tw': '2003', 'En': '2003'}",1,THB308205,308205,"{'Zh_tw': '桃園長庚轉運站', 'En': 'TAOYUAN CHANG GUNG BUS TERMINAL'}",8,2,0,0,1,2023-07-14T00:01:32+08:00,2023-07-14T00:01:32+08:00,2023-07-14T00:01:32+08:00,2023-07-14T00:01:34+08:00
