ScenicSpotID,ScenicSpotName,DescriptionDetail,Description,Phone,Address,ZipCode,Picture,Position,Class2,Level,ParkingPosition,TicketInfo,Remarks,Keyword,City,SrcUpdateTime,UpdateTime
C1_376430000A_000960,霄裡大池(霄裡池),具200多年歷史的霄裡大池，不只是桃園第一座埤塘，也是八德地區面積最大的埤塘。乾隆年間平埔族人以其社名「霄裡社｣命名此地，並聯同漢人於八德最南端，依地形開鑿霄裡大池，匯聚溪水及湧泉成為霄裡大圳(石門大圳前身)的水源地，充沛的灌溉資源，造就 「看不盡的霄裡田，吃不完的霄裡米」的豐饒景況。沿著環湖步道而行，欣賞綠油油的稻浪迎風搖曳的同時，遙想先民奮力拓墾的艱辛，令人不由得生起感恩之情。   在車潮川流不息的桃112線上，霄裡大池的宜人風景展現了一種對比魅力。放眼望去，6甲大的湖面閃耀著晶瑩波光、堤岸旁成排松林隨著四季五彩變化、三合院古厝與矮房交錯著、遠山層層疊疊勾勒出潑墨想像、旅人們三三兩兩倚著觀景台談笑，偶有單車騎士在涼亭下歇息&hellip;，冬季造訪還可至浮筧街185巷，加碼欣賞落羽松與波斯菊的夢幻絕景。 霄裡大池除了是在居民的閒暇去處，也是「八德茄苳霄裡陽光鐵馬道｣的南端起始點，沿線向北，可順遊客家老屋聚落、石母娘娘文化景觀區、大伙房浣衣池等人文地景，走一趟知性小清新之旅。,匯聚了自然綠意與悠久人文，6甲大的霄裡大池百餘年來灌溉著八德南區的農田，如天空之鏡的池面映照著天光雲影，靜看也是享受。,886-3-3322101,桃園市334八德區龍南路與洪圳路交叉口,334,搭乘桃園客運5050線【石門水庫﹣中壢(經員樹林)】、5091線【林班口﹣上巴陵﹣中壢】、5098線【大溪﹣中壢】至建安家園站或洪圳路口站下車即抵,全年無休,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/75994/640x480_attractions-image-ssjjngz6fe6sborxz97cfa.jpg', 'PictureDescription1': '鏡面般的池水，像是一幅山水畫'}","{'PositionLon': 121.25401306152344, 'PositionLat': 24.911970138549805, 'GeoHash': 'wsqjxpn6x'}",自然風景類,路邊停車,{},免費,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000961,許厝港濕地,循著西部濱海公路，行經竹圍漁港一路向南，走訪老街溪、雙溪口溪兩河匯流的海岸桃花源，海很美，天空很藍，伯勞鳥優雅飛翔，彈塗魚萌樣張眼，時光就像岸邊輕轉的風車，緩緩而動。原為廢棄軍營的許厝港，因河流水系發達、河口地形發育良好，形成候鳥過境的最佳場所，其占地961公頃、縱長達10.5公里，內政部公告劃定為「重要濕地（國家級）｣，放眼而去除了自行車道及紅樹林木棧道，幾乎沒有什麼人工設施，乍看也許覺得毫無特別，但這裡其實藏著許多「國寶｣，豐富的原始生態，每次來都能有不同驚喜！               被國際鳥盟(BirdLife International )評為重要野鳥棲地的許厝港濕地，每年10月至隔年5月總是湧進了不少賞鳥人潮，懷著期待與黑面琵鷺、唐白鷺、黑嘴鷗、小燕鷗等候鳥相見歡。擁有潮間帶、防風林、魚塭、水田的濕地，是候鳥大規模南遷的中途休息站，現有鳥種已超過200種，約占全台560種的41%。群鳥在此覓食、休憩，構成一幅靜謐的生態風景畫。望遠鏡、單眼相機、不打擾的態度與不趕的行程皆是賞鳥必備。      許厝港濕地不只是桃園最佳的野鳥棲息環境之一，也是認識潮間帶生態之美的自然教室；台灣蘆竹、朴樹、馬鞍藤、羊蹄上百種植物，與澤蛙、黑眶蟾蜍等兩棲類，以及台灣特有種生物皆可在此發現。,北台灣最大的海岸型濕地、野鳥迷必收的追鳥熱點，超過200種水鳥在此棲息、覓食﹔每年秋冬之際，上千隻水鳥現蹤，絕對值得一睹盛況。,886-3-3322101,桃園市337大園區老街溪河口右岸,337,搭乘桃園客運5083線【大園→潮音】於內海廟口站下，步行約1.8公里即抵,全年無休,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/67990/640x480_attractions-image-x5bmvcasy0-kuqfpc9gd5a.jpg', 'PictureDescription1': '黃昏的地平線'}","{'PositionLon': 121.17559051513672, 'PositionLat': 25.087860107421875, 'GeoHash': 'wsqntrj77'}",自然風景類,路邊停車,{},免費,￭濕地範圍內禁止各式車輛進入￭濕地屬海岸潮間帶，敬請旅客前往時注意安全,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000963,大溪老茶廠,走訪大溪老茶廠，悠然開啟一場名為「品茗時光」的旅程。1926年日人興建角板山工廠，即大溪茶廠的前身，從此寫下大溪製茶的輝煌歷史，可謂當時的「茶金新貴」。然而1956年一場祝融之災讓茶廠幾乎全毀，自2010年開始台灣農林股份有限公司著手重建，才將這隱沒半世紀的茶韻風華，以新舊交融之姿，重現於世人眼前。 大溪老茶廠外觀以印度大吉嶺茶廠為藍圖，內部空間則是台日複合，極具多元文化。藍色為建築主色調，不論是窗櫺與樑柱、造型層架、牆面、藝術畫作等，不張揚的藍色調與這棟磚造混合檜木屋架的製茶工廠顯得格外契合，在這片「大溪藍」下，時光洗鍊出的沉靜美感與古董製茶設備，悠緩低語禪風裡的茶話。 品茶香、品人文，茶廠裡的每一隅都使人沉醉。靜水池旁漫步，感受遠離都市的片刻寧靜；堆砌百餘片茶磚的普洱茶牆，啜飲一口歲月芬芳；曬書區放鬆，在文字的世界無須理會時間；茶書屋與友對坐，一同喫茶聊日常；別忘了在塗鴉本上揮灑畫筆，為這趟小旅行留下美好註記。順應自然是大溪老茶廠恆久不變的經營原則，製程無任何農藥添加，提倡食的安心、食的有機，所有產品皆通過SGS檢驗合格。每月開放舒食自助餐名額預約，15道當地時令佐以茶香，口感純粹、味甘清爽，使旅人連味蕾也享受茗茶的風雅韻味。另有每日供應的常態套餐，淺嚐極簡卻回味無窮的食飲文化。,在和洋融合的風格建築中，用啜飲一杯東方美人茶的時間，和友人一同談天說地，細細領略韶光靜好的悠然，就是最好的回甘滋味。,886-3-3825089,桃園市335大溪區新峰里1鄰復興路二段732巷80號,335,搭乘桃園客運5090、5091、5093、5094、5104、5105、5106、5107、5109、中壢客運5301至水流東站下，步行約3分鐘可抵。搭乘桃園客運5090、中壢客運5301至三民站下，步行約5分鐘可抵。   搭乘台灣好行502小烏來線(逢假日行駛)於大溪老茶廠站下即抵。,09:30~17:00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/21046/640x480_files636304625968617644.jpg', 'PictureDescription1': '茶廠外觀'}","{'PositionLon': 121.32837677001953, 'PositionLat': 24.830650329589844, 'GeoHash': 'wsqm2bk9h'}",觀光工廠類,備有停車場。,{},■入廠券 NT150元/人，可折抵NT100 當日消費購物(不得兌換現金或找零)■120公分以下兒童及身障人士免費入廠。,■預約參訪可至官網下載申請表■茶廠影片介紹：週一至週日 11:00~16:00，每小時整點於導覽室播放 (影片10分鐘)            ■平、假日定時導覽: 11:00、1...,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000964,馬祖新村眷村文創園區,享有「桃園將軍村」美名的馬祖新村，並非因當地居民來自馬祖而得名，而是當年蔣總統夫人宋美齡帶領勞軍團前往馬祖慰問時，為了穩定軍心，提出安置這些駐守在前線官兵在台眷屬的需求，而建造了現在的馬祖新村。第一批眷舍就在民國四十六年完成，並分配給陸軍84師少將級以下軍官與眷屬居住，而成為龍岡當地第一個眷村。居民也從原本預計的七十六戶擴大成後來約有兩百二十六戶，採棋盤式道路並搭配魚骨式村舍配置，營造出獨門獨戶的居住空間，周邊則陸續增設了活動中心、禮堂、社區公園、草坪、球場、涼亭等公共設施，形成自給自足的半封閉式眷村聚落，並在民國八十七年獲得全國模範社區，帶給全村相當大的鼓勵。桃園雖然不是全國眷村最多的地方，卻是眷村文化保存運動中相當重要的地區。正因為眷村的形成在歷史轉變中扮演著重要的角色，可說從聚落建築到人文風情都是無可取代的特有文化與生活特色，所以在當地居民陸續搬遷至改建後的陸光五村後，桃園市政府文化局開始推動眷村的保存，馬祖新村是繼台北四四南村之後，全國第二個以「文化資產保存法」保存的眷村，並在民國九十三年被登錄為歷史建築，給予文化資產的身份，後來再被國防部選定為全台十三個眷村文化保存園區，也是中壢市第一個透過文化資產保存的眷村。相較於其他的桃園眷村，馬祖新村是以「類博物館」的方式重新起步，從眷村文化的保存、活化及文創影視推廣等多重角度出發，成立了馬祖新村眷村文創基地，除了透過電影節、眷村文化節等活動舉辦，更將馬祖新村的活動中心改建成「桃園光影電影館」，打造可容納76名觀眾的標準杜比音效電影院，最值得一提的是，保留了當時的大禮堂作為電影放映的空間，推出多部經典國片、電影文物展，讓眷村保存更為活化。為讓原本被遺忘的眷村空間活絡起來，馬祖新村將定期舉辦文創市集活動，邀請藝術家進駐，讓遊客走入具有歷史感的老房舍，在黑瓦、磚牆、與紅白相間的大門中串連起兒時的記憶，彷彿就是當年在眷村內串門子的左鄰右舍、鄉親好友，重現令人懷念的眷村人情味。,乘載軍眷日常的屋舍，隨著歲月更迭，成了推廣質感生活的創意基地﹔不定期舉辦的市集、名人講座、選物分享，帶你走進諸般好時光。,886-3-2841866,桃園市320中壢區馬祖新村,320,於中壢搭乘桃園客運112南路或中壢客運112北路於馬祖新村站下車，左轉龍岡路三段281巷，再左轉龍吉二街遇第一個路口右轉抵達馬祖新村。,￭園區:週二~週日 09:00-18:00￭桃園光影電影館:13:00-21:00 (週一休館),"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/68422/640x480_attractions-image-15a_kioyf0gmeo0xnwrkfw.jpg', 'PictureDescription1': '園區為桃園知名的文創聚落'}","{'PositionLon': 121.23758697509766, 'PositionLat': 24.93600082397461, 'GeoHash': 'wsqjyg6w8'}",路邊停車,{},免費,￭園區遇國定假日照常開放，翌日休園￭店家營業時間請以各店家官網公告為準,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000965,中壢觀光夜市,中壢觀光夜市位於中壢區新明路，範圍在中央西路口與民權路口之間，全長約為700公尺，是桃園市數一數二的觀光夜市。一旁鄰近多所學校，早上為普通交通道路，會有許多校車行經此處，每到傍晚就開始擺攤，此時白天車水馬龍的新明路段，就會搖身一變成為攤販聚集的大本營，由兩旁的攤位圍起，與中間道路皆有規律的設置攤位，吸引大批人潮湧入，到了假日更是水洩不通，可說是越夜越美麗。以新明路為主的中壢觀光夜市，分為百貨、小吃、水果三大屬性，在此設攤的幾乎都是老字號，包括各式小吃及男女服飾、五金百貨、生活日用品、精美飾品、飲料冰品等吃喝玩樂應有盡有，前半段以港韓服飾、生活日用品、休閒娛樂等居多；後半段則是美食的天堂，匯集了地瓜球、排骨酥、綜合豆花、麻辣臭豆腐等多家知名攤位，其他小吃如大腸麵線、鳳梨蝦球、蚵仔煎、現燙魷魚、雞蛋糕等，也是好吃美味不輸其他的夜市！中壢觀光夜市發展至今已有二十多年的歷史，早期當地傳統夜市的發展影響到交通與市容觀瞻，再加上都會區的快速發展，於是自民國七十九年由中壢區公所將興國路、中美路、老街溪、中山路、中平路、中正路、大同路等市內主要道路的攤販，聚集到中壢區新明路及中央西路段，不但提供了攤商無憂的經營環境，也成功的將人潮聚集於此，是在地人宵夜的不二選擇。來到以特色小吃聞名的中壢夜市，當然要品嚐充滿濃濃台灣味的夜市小吃，香辣夠勁的麻辣臭豆腐和酸辣粉、無骨現炸的排骨酥、香氣四溢的米粉湯和麻油雞、彈性十足的QQ地瓜球、鹹香具咬勁的蔥油餅、清涼消暑的綜合豆花和木瓜牛奶等等，都讓人忍不住食指大動。吃飽了也別急著走，在夜市另一段的攤販販售有琳瑯滿目的流行商品與新奇好玩的雜貨玩具，商品頗具特色，符合年輕人的消費習慣，在飽嚐美食之餘，不妨也來走走逛逛。也由於中壢夜市的發展是從臨時攤販集中區開始，所以商圈獨立發展，遊客來此可串連順遊附近的SOGO商圈；夜市也鄰近中壢火車站，步行約二十分鐘即可抵達，邊散步邊逛街，感受在地的夜市之旅。,全長700公尺、超過400攤，蒐羅各式銅板美食，讓你花小錢就能遍嚐特色小吃，吃飽喝足就要開啟購物模式，輕鬆買齊當季行頭。,886-3-3322101,桃園市320中壢區新明路,320,■於中壢車站搭乘亞通巴士703線於新民國小站下車，續往前行右轉新民路100M即抵。■搭乘桃園機場捷運於A21環北站下車，步行約1.1公里即抵。,17：00~01：00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/70877/640x480_attractions-image-faicgtuv5u68kpza3idoyq.jpg', 'PictureDescription1': '中壢觀光夜市'}","{'PositionLon': 121.21524047851562, 'PositionLat': 24.96084976196289, 'GeoHash': 'wsqjyrfpr'}",路邊停車,{},免費,夜市內設有多個垃圾桶，方便集中垃圾，維持街道整潔。,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000966,中原商圈 (中原夜市),想要知道年輕人最近夯什麼，來中原夜市就對了！不管是最紅打卡美食、最in潮流穿搭、還是最推聚會場所，走一趟實踐路、日新路，讓你一次搞懂吃喝玩樂的流行趨勢！ 位在中原大學旁的中原夜市，每每到了傍晚總是湧起逛街人潮，許多受到學生族群喜愛的高CP值美食，甚至還沒有到營業時間就引起排隊人潮。Q彈外皮包覆滿滿湯汁與肉餡，小小湯包讓人大大滿足！車輪餅內竟然藏著鹽酥雞?8公分霸氣厚度，一次吃到2種經典小吃！比麵粉做得還好吃的豬肉版甜甜圈，淋上泰式酸辣、蜂蜜芥末醬汁，混搭出不違和的驚艷口感。還有能抽籤詩的手搖飲、維他命C大噴發的水果富士山、炭香十足的火烤雞排&hellip;，夜市美食大集合，Let&rsquo;s eat all night！  不只是給你一技美味重擊，中原夜市還有很多好玩樂子！實踐路、日新路交叉口的中源二輪戲院，除了能用超值價享受大螢幕，吸睛的手繪電影看板更是不能錯過的打卡地標。超逼真人物描摹是出自於看板畫師謝森山之手，飽和的色彩讓畫中景物更顯生動。每一幅看板得耗時一天才能完成，複雜一點的則需要五天。走在充斥著流行資訊的中原夜市，瀕臨失傳的手繪看板注入一種反差的復古美感。此外，近來流行的桌遊店也是三五好友聚會的好地方，攻心技、考眼力、測膽量，互相來較勁，歡樂又有趣！,有令你熟悉的在地小吃，也有大玩混搭的創意美食，華燈初上時，整座夜市一路飄香，只要你｢肚量｣夠大，歡迎過足你的吃貨癮。,886-3-3322101,桃園市320中壢區中原大學周邊(實踐路與日新路),320,於中壢車站搭乘桃園客運112南或中壢客運112北至普仁新村站下車，左轉日新路即抵。,17:00 – 01:00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/47904/640x480_attractions-image-qxt1-gywekwh6vjyji0xiw.jpg', 'PictureDescription1': '中原商圈 (中原夜市)'}","{'PositionLon': 121.2406234741211, 'PositionLat': 24.955429077148438, 'GeoHash': 'wsqjyyuxz'}",￭中原國小地下收費停車場￭Times中原夜市收費停車場￭Times中壢中北路第3收費停車場￭中原收費停車場,{},免費,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000967,中平路商圈,有「桃園西門町」之稱的中壢火車站前商圈─中平商圈，位於中壢火車站站前出口處，步行1分鐘內即可抵達，是當地逛街購物的首選。早期的中平商圈地板是柏油路，後來才重新整修成為人行步道，為全長近700公尺寬15公尺的徒步商圈，讓原本就已經相當熱鬧的中平商圈變得更適合逛街。店家多以精品服飾及青少年流行服飾為主，另外還有新珍香酥糖、中壢肉圓世家、榕樹下阿嬤古早冰店及全牛料理都在這條街上，另有多家潮牌服飾在此設點。鄰近商圈的一幢日式雙拼建築，迄今已有80多年歷史，整修後以「中平路故事館」重新開放，是桃園市第一座城市故事館。,中壢火車站前一級逛街陣地，走一波就能把永遠都少一件衣服的衣櫃補好補滿，也可順道享受一段美味時光，古早味、異國料理，應有盡有。,886-3-3322101,桃園市320中壢區中平路周邊(火車站前),320,1.中壢火車站下車後，遇中平路左轉可抵商圈。2.可搭乘桃園客運或是中壢客運，至中壢火車站下車後，遇中平路左轉可抵商圈。,視各店營業時間而定,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/42071/640x480_attractions-image-vblytfyme0soedzf1uydgw.jpg', 'PictureDescription1': '中平路商圈有「桃園西門町」之稱'}","{'PositionLon': 121.2228775024414, 'PositionLat': 24.95560073852539, 'GeoHash': 'wsqjyrpbc'}",附近備有多處停車場，如桃客停車場、延平路停車場、公七停車場 ... 等。,{},桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000968,羊世界牧場,成立於1992年，是桃園市生產羊乳、羊肉的專業牧場。牧場規劃有庭園餐廳、DIY教室、生態教育、小小攀岩區等，是親子同樂遊憩及用餐好去處。羊世界以牧場生活體驗為主題，提供一處安全的戶外教學教室，讓學生走出教室，體驗不一樣的學習空間，達到寓教於樂的學習目的。牧場內擁有多種可愛動物，如青蛙、兔子、羊咩咩等，導覽人員透過有獎徵答及團體活動的方式，刺激孩子的學習熱情。,小孩才做選擇！這裡是老饕必插旗的羊肉料理據點，也是能和萌寵動物同框的親子樂園，輕鬆搞定你旅行的二個願望，沒那麼困難！,886-3-4266987,桃園市320中壢區三芝路169號,320,於中壢公車站搭乘搭乘中壢-大園經下洽溪的桃園客運，在三座厝站下車(六號坡站下車請往回走)，在拖吊場斜對面招牌旁小巷走路進來，約250公尺即可到達。,9:00~17:00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/77165/640x480_attractions-image-wozpinyxf0wa2irosze39q.jpg', 'PictureDescription1': '羊世界牧場--(104一路玩桃園) (1)門面'}","{'PositionLon': 121.21028900146484, 'PositionLat': 24.982009887695312, 'GeoHash': 'wsqnn5ydu'}",園內備有停車場。,{},國小以上（含）每人60元，可抵園內消費30元（販賣部或餐飲部）。,牧場除夕休園，初一開始正常營業。,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000969,桃園觀光夜市,桃園觀光夜市位於桃園區中正路旁，由中正一街、正康二街和北埔路包夾而成，每日夜幕垂降，綿延的巷弄陸續燈火通明，成為民眾夜間休閒消磨時間的好去處。眾多攤商店家集結在北埔路、正康二街及正康一街的巷弄分支間，販售類別一應俱全，琳瑯滿目，其中多樣的人氣美食更無法一言盡之，來一趟桃園觀光夜市，絕對不虛此行！ 桃園夜市起源甚早，最初以景福宮大廟為中心，沿著中正路沿線以及兩旁巷弄發展，因此又被稱為中正路夜市，後來慢慢延伸至中正路與三民路的交叉口，卻因阻礙交通的緣故，經過兩次搬遷，終於在民國77年遷徙至北埔路、正康二街一帶，並更名為「桃園觀光夜市」，也就是桃園觀光夜市的現址。桃園觀光夜市全長約3公里，設有超過200個攤位，以傳統小吃最具代表，舉凡各式地方小吃、台式料理、海鮮熱炒、甜湯冰品、滷味燒烤等，數家老字號小吃攤道盡不少桃園人成長的共同回憶；其他諸如小朋友的遊樂設施、時尚皮件、生活雜貨、家飾寢具、男女飾品、流行服飾，到各式日常用品等都可在此尋得，讓桃園夜市再度成為在地人的生活重心。不同於多數夜市的小吃美食與服飾攤位混雜，桃園夜市的小吃攤多集中於北埔路上，百貨服飾、五金雜貨則集中在正康二街，巧妙的安排更能滿足大眾的需求。雖然夜市範圍不大，但各式各樣的美食都各具特色，例如老字號的蚵仔煎與超人氣碳烤、鮮嫩夠味的竹筍油雞、夏日必嚐的雪花脆冰、天然植物熬煮而成的青草茶、甘甜好喝的藥膳羊肉湯、外酥內嫩的現炸排骨酥、台式甜點芋湯米糕粥等等，都是桃園觀光夜市的人氣必嚐小吃。此外，除了台灣傳統口味外，桃園觀光夜市還有許多具有異國風味的攤位，像是土耳其人賣的土耳其沙威瑪與墨西哥捲餅、創意美食烤馬鈴薯等，都十分特別。既然來到桃園夜市，除了吃遍各式小吃外，同樣位在中正路上的桃園火車站前商圈也相當值得一逛，區內百貨精品、流行服飾店匯集，不僅可以感受商圈繁榮的景象，也可以體驗桃園夜生活之美，或是可順遊桃園市區另一個知名景點─大廟景福宮一帶，一次搜刮所有桃園的在地美食。,在地人從小吃到大的花枝羹、蚵仔煎、古早味愛玉，還有大阪燒、韓式炸雞、越南河粉…等異國美味，中外大比拚，看看誰是你心頭好！,886-3-3322101,桃園市330桃園區中正路與北埔路口,330,1.於桃園火車站前統領百貨公車站搭乘桃園客運117線往寶慶路口、151、152線往同安街，在北埔路口站下車即抵。2.搭乘免費市民公車環狀藍、環狀紅線，於觀光夜市站下車。,17:00-00:00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/72227/640x480_attractions-image-a16k4l6ht0m0t8c-fmgt3a.jpg', 'PictureDescription1': '桃園觀光夜市'}","{'PositionLon': 121.30632781982422, 'PositionLat': 25.00288963317871, 'GeoHash': 'wsqq0rss6'}",停車場或路邊停車,{},停車場位置：大華八街47號旁、中正五街239號對面、中正五街223號對面、中正路與中正五街交叉口、民生路652巷旁,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000970,孔廟,桃園孔廟的創始起源可追溯至民國74年，當時地方人士石萬全、簡麒標等人發起興建孔廟，以弘揚代表東方文化的儒家教化思想，並作為祭孔的場所，民國78年落成於虎頭山，為全台最後一座官設孔廟。桃園孔廟以設立孔子立姿神像而非如一般孔廟僅有牌位為最特殊之處，具觀賞價值。被稱為「東方蘇格拉底｣的孔子，集教育家、哲學家、政治家於一身，其偉大的學說如有教無類、孝悌忠信、仁民愛物、崇尚禮樂等，以及相關文獻六經、論語、大學、中庸不僅大大影響中國文化，更遠播至東北亞與東南亞，就連近代西方民主學者也都極為重視。 走訪孔廟可深刻領略中華建築之美；孔廟最主要的部分「大成殿｣，仿照中國古代宮殿，重簷設計加上精細彩繪、層層斗拱盡顯渾厚氣勢，金紅色琉璃瓦頂其上的鴟鴞雕塑，代表孔子「有教無類｣之精神。大成殿前的大成門，醒目朱紅色門扇並沒有如傳統宮廟繪有門神，隱喻論語中「子不語怪力亂神｣。門上的108枚門釘象徵孔子備受尊榮，享有威儀。孔廟為「廟學合一｣，有別於一般宗教廟宇，同時具有祭祀與教育的用途。孔廟內有依循古制所做的各樣禮器、樂器，每逢九月二十八日由市府主辦祭孔大典傳承孔學，禮生持禮、樂器獻跳八佾舞，民眾齊聚觀禮，場面隆重肅穆。,以中國宮殿為藍本的孔廟，建築風格莊嚴帶有尊榮感，建造細節皆遵循古制，表現崇尚至聖先師的意涵，每年教師節依例舉行祭孔大典。,886-3-3325215,桃園市330桃園區公園路42號,330,■由桃園火車站搭乘桃園客運公車105號公車、125號公 車、在「桃園高中」站(105號公車)或「虎頭山公園」站(125號公車)下車，步行約5分鐘。 ■搭乘桃園免費公車L101線至市議會站下車，步行約5分鐘。,週二至週日 08：00~17：00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/18337/640x480_files636173136762333681.jpg', 'PictureDescription1': '走訪孔廟可深刻領略中華建築之美'}","{'PositionLon': 121.32762145996094, 'PositionLat': 25.00098991394043, 'GeoHash': 'wsqq0zk16'}",備有停車場。,{},免費,■桃園孔廟於每年九月二十八日舉行隆重的祭孔大典。■開放15人以上團體，於15天前預約申請導覽服務；為維持參觀品質，同一場次同一地點僅受理60人以內團體導覽解說服務，去電本府孔廟忠烈...,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000971,虎頭山環保公園,想要捕獲大桃園360度全景視野，不需要挑戰高海拔也能輕鬆達陣！離桃園火車站不到5公里的虎頭山，當中的環保公園標高雖僅251公尺，卻是市區制高點，因此坐擁璀璨星光與城市燈火輝映的無遮蔽美景，一直以來都是在地賞景熱搜景點。 有著｢星星公園｣美名的虎頭山環保公園，佔地約2.5公頃，原做為桃園市垃圾掩埋場，經1998年底封閉，2002年8月重新規劃後，成功脫去｢臭名｣，搖身一變成為市郊親綠賞景好去處。公園全區以自然生態工法，減少對環境不必要的破壞。環保公園內設有步道、木造景觀涼亭、大草皮、拼貼座椅等設施。有別於虎頭山公園內林木沖天的原始風貌，來到環保公園能感受鳥瞰蘆竹、大園、八德、中壢的朗闊視野，白日不乏親子散步嬉戲的身影。傍晚，也能欣賞絢爛的城市夜景，令人沉醉。環保公園與全台保存最完整的日式神社-桃園忠烈祠暨神社文化園區僅距離約1公里，旅人們不妨規劃一場結合自然與人文的雙主題之旅，用不同角度深入探索桃園之美。,一閃一閃亮晶晶，璀璨燈火放光明！市區賞夜景激推熱點，讓你不必登百岳，也不必考驗自己的腿力，就能一睹夕陽無限好的絕美景致。,886-3-3946061,桃園市330桃園區成功路三段,330,由桃園市復興路搭105路公車，於榮民醫院下車再步行20分鐘即可抵達。,06:00至24:00止,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/59876/640x480_attractions-image-q7-bzgm_hu-wnoa2zawreq.jpg', 'PictureDescription1': '虎頭山環保公園'}","{'PositionLon': 121.328369140625, 'PositionLat': 25.012039184570312, 'GeoHash': 'wsqq2ck9e'}",自然風景類,備有停車場。,{},免費,￭公園全面禁菸￭公園因有高壓電線通過，不適合放風箏,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000972,楓樹坑,農田、老樹、鄉間小路，原來桃園也有伯朗大道?想徜徉在完美花海，原來不是只能在大溪！境內有三個谷地的楓樹坑(又名楓樹村)，因早先時候種滿了楓樹而得名，現雖不見楓林片片的景象，倒是可以在不同季節觀賞迎風搖曳的綠色稻浪、滿山頭白茫茫的芒草、五月桐花紛飛、太陽花怒展夏日氣息等景象，隨興漫步、騎單車遊逛就是一大享受。   由光明街290巷左轉直行約160公尺來到賞花路線－中坑線、風尾坑線交叉口。中坑線一路延伸至中坑五號橋前的土地公廟，全程約4公里，坡度略大於風尾坑線。沿途除了一些小型工廠，便是一畦一畦的農田，人口密度低的楓樹坑有著鄉村獨有的悠閒感；微風與待熟的莊稼正對話，空氣中飄著火龍果香，白鷺鷥優雅飛翔，蟲鳴鳥叫成了不成調的鄉間民謠。11月收割後，農人撒上波斯菊、向日葵、百日草，農田成了花田，綺麗花色總讓人忍不住駐足。而分岔路的另一線－風尾坑線，全程約5公里，蜿蜒小路上，屹立著一棵超過兩百歲的老楓香，是楓樹坑最有名氣的地標，許多人特別前來這「北部版伯朗大道｣朝聖，老樹下乘涼喝茶，一邊欣賞藍天綠海，放空是在此時唯一需要做的事。風尾坑線的農地面積較中坑線還大，不時能見到因應地勢而比道路還高的梯田。農閒時同樣有著波斯菊、百日花海盛開，遠眺山谷，夏天桐花，秋天白芒各自爭艷，構成一片多采風景。,面向田野，讓感官被遠處的山、吹拂的風、眼前的綠而喚醒，接著在百年楓香樹下打卡，記錄邂逅另一條伯朗大道的心情記事。,886-3-3322101,桃園市333龜山區楓樹里中坑街、風尾街,333,■欲前往中坑街，可搭乘桃園免費公車L325【中坑線】，至光明街290巷、中坑6號、光宏橋、中坑二號橋、中坑17號、中坑五號橋、中坑一等沿線站牌下皆可抵■欲前往風尾街，可搭乘桃園免費公車L325【中坑線】，至光明街290巷、風尾坑一、風尾坑二、風尾坑20號、風尾坑23號、風尾坑三、風尾坑四等沿線站牌下皆可抵,全年無休,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/8395/640x480_image635591664152662543.jpg', 'PictureDescription1': '花草盛開'}","{'PositionLon': 121.34236145019531, 'PositionLat': 25.01371955871582, 'GeoHash': 'wsqq31wg3'}",自然風景類,路邊停車,{},"沿途多是產業道路無路燈， 路面狹小,，不適宜晚上開車前往。",桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
