StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
TNN501323024,501323024,1,2,12,8,2023-07-12T03:43:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
TNN501324002,501324002,1,2,6,24,2023-07-12T11:37:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501324004,501324004,1,2,5,10,2023-07-12T11:37:55+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TNN501325001,501325001,1,2,7,12,2023-07-13T04:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501325003,501325003,1,2,9,15,2023-07-12T11:39:37+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 2}"
TNN501327002,501327002,1,2,4,14,2023-07-13T22:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501327003,501327003,1,2,5,15,2023-07-09T00:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TNN501327004,501327004,1,2,5,21,2023-07-03T20:43:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TNN501328001,501328001,1,2,4,16,2023-07-03T18:06:23+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501328002,501328002,1,2,4,16,2023-07-11T13:37:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501328003,501328003,1,2,1,19,2023-07-12T06:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TNN501328004,501328004,1,2,15,5,2023-07-11T06:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TNN501328005,501328005,1,2,6,14,2023-07-05T22:37:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501328006,501328006,1,2,11,7,2023-07-13T00:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TNN501328007,501328007,1,2,11,4,2023-07-13T08:55:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
TNN501328008,501328008,1,2,10,10,2023-07-09T12:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
TNN501329001,501329001,1,2,7,13,2023-07-05T18:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501329003,501329003,1,2,10,5,2023-07-08T22:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TNN501329004,501329004,1,2,12,8,2023-07-10T00:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
TNN501329005,501329005,1,2,4,16,2023-07-12T00:17:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501329006,501329006,1,2,11,9,2023-07-03T21:09:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 2}"
TNN501329011,501329011,1,2,6,13,2023-07-07T13:03:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501330001,501330001,1,2,6,14,2023-07-13T11:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501330002,501330002,1,2,0,20,2023-07-09T21:18:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TNN501330003,501330003,1,2,3,15,2023-07-12T11:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
TNN501330004,501330004,1,2,18,4,2023-07-10T01:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 18, 'ElectricBikes': 0}"
TNN501330005,501330005,1,2,15,2,2023-07-08T07:47:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TNN501330006,501330006,1,2,14,6,2023-07-11T06:27:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 1}"
TNN501331001,501331001,1,2,12,10,2023-07-09T21:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
TNN501331002,501331002,1,2,5,23,2023-07-11T23:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 4}"
TNN501331004,501331004,1,2,26,8,2023-07-13T01:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 16}"
TNN501331005,501331005,1,2,6,9,2023-07-10T06:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
TNN501331006,501331006,1,2,7,23,2023-07-13T12:20:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 4}"
TNN501331007,501331007,1,2,4,16,2023-07-03T18:45:21+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501331008,501331008,1,2,3,16,2023-07-06T16:49:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
TNN501331009,501331009,1,2,6,36,2023-07-09T23:02:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501331010,501331010,1,2,5,13,2023-07-10T22:27:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TNN501331011,501331011,1,2,7,13,2023-07-13T13:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501331012,501331012,1,2,1,19,2023-07-11T00:42:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TNN501331014,501331014,1,2,2,18,2023-07-12T11:36:57+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TNN501331016,501331016,1,2,6,13,2023-07-13T23:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
TNN501335001,501335001,1,2,11,7,2023-07-04T06:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TNN501335002,501335002,1,2,5,15,2023-07-03T23:32:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TNN501335003,501335003,1,2,9,11,2023-07-13T09:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TNN501335007,501335007,1,2,9,7,2023-07-12T19:30:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TNN501335008,501335008,1,2,4,16,2023-07-03T22:03:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501336001,501336001,1,2,6,14,2023-07-08T00:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501336003,501336003,1,2,8,9,2023-07-09T02:51:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 2}"
TNN501336004,501336004,1,2,10,10,2023-07-13T07:09:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
